Fecha,CCAA,Consumo_Tm,Target,IPI_original,IPI_ajustado,IPC_var_anual,Tasa_paro,CNMC_Biodiesel_Tm,GasoleoA_Tm,DieselPool_Tm,Biodiesel_GasoleoA_Ratio,Biodiesel_DieselPool_Share,Mes,Trimestre,Año,Tendencia,sin_mes,cos_mes,Lag_1,Lag_2,Lag_3,Lag_12,Roll_mean_3,Roll_mean_6,Roll_std_3,IPI_original_lag1,IPI_ajustado_lag1,IPC_var_anual_lag1,Tasa_paro_lag1,GasoleoA_Tm_lag1,GasoleoA_Tm_roll3_lag1,Biodiesel_GasoleoA_Ratio_lag1,Biodiesel_GasoleoA_Ratio_roll3_lag1
2024-06,Andalucía,414,Andalucía,102.129,100.857,3.4,11.27,414.0,284813.0,381140.0,0.001453585334939,0.0010862150390932,6,2,2024,18,1.2246467991473532e-16,-1.0,355.0,154.0,104.0,0.0,204.33333333333334,145.0,132.85455706649034,108.032,100.353,3.6,11.27,311942.0,300059.0,0.0011380320700643,0.0006706018626224
2024-07,Andalucía,616,Andalucía,107.615,99.89,2.8,11.21,616.0,305496.0,407601.0,0.0020163930133291,0.0015112818663349,7,3,2024,19,-0.4999999999999997,-0.8660254037844388,414.0,355.0,154.0,0.0,307.6666666666667,199.83333333333334,136.30969640246929,102.129,100.857,3.4,11.27,284813.0,299196.6666666667,0.001453585334939,0.0010345086420952335
2024-08,Andalucía,582,Andalucía,78.449,99.159,2.3,11.21,582.0,307270.0,401856.0,0.001894099651772,0.0014482799808886,8,3,2024,20,-0.8660254037844385,-0.5000000000000004,616.0,414.0,355.0,0.0,461.6666666666667,287.1666666666667,136.8734208432498,107.615,99.89,2.8,11.21,305496.0,300750.3333333333,0.0020163930133291,0.0015360034727774667
2024-09,Andalucía,440,Andalucía,102.926,101.1,1.5,11.21,440.0,283332.0,380686.0,0.0015529484844634,0.001155808198883,9,3,2024,21,-1.0,-1.8369701987210297e-16,582.0,616.0,414.0,19.0,537.3333333333334,370.8333333333333,108.15421089043815,78.449,99.159,2.3,11.21,307270.0,299193.0,0.001894099651772,0.0017880260000133668
2024-10,Andalucía,510,Andalucía,110.402,102.212,1.8,10.61,510.0,288499.0,407178.0,0.0017677704255474,0.0012525234663955,10,4,2024,22,-0.8660254037844386,0.5000000000000001,440.0,582.0,616.0,43.0,546.0,426.8333333333333,93.35952013587062,102.926,101.1,1.5,11.21,283332.0,298699.3333333333,0.0015529484844634,0.0018211470498548333
2024-11,Andalucía,608,Andalucía,103.868,99.901,2.4,10.61,608.0,280760.0,385605.0,0.0021655506482404,0.0015767430401576,11,4,2024,23,-0.5000000000000004,0.8660254037844384,510.0,440.0,582.0,159.0,510.6666666666667,486.1666666666667,71.00234737903646,110.402,102.212,1.8,10.61,288499.0,293033.6666666667,0.0017677704255474,0.0017382728539276002
2024-12,Andalucía,684,Andalucía,92.81,102.184,2.8,10.61,684.0,290874.0,398625.0,0.0023515336537469,0.0017158984007525,12,4,2024,24,-2.4492935982947064e-16,1.0,608.0,510.0,440.0,85.0,519.3333333333334,528.3333333333334,84.3879928267841,103.868,99.901,2.4,10.61,280760.0,284197.0,0.0021655506482404,0.0018287565194170668
2025-01,Andalucía,590,Andalucía,100.252,101.358,2.9,11.36,590.0,277526.0,382355.0,0.0021259269401785,0.0015430686142459,1,1,2025,25,0.49999999999999994,0.8660254037844387,684.0,608.0,510.0,92.0,600.6666666666666,573.3333333333334,87.23149278404769,92.81,102.184,2.8,10.61,290874.0,286711.0,0.0023515336537469,0.0020949515758449003
2025-02,Andalucía,498,Andalucía,101.758,102.243,3.0,11.36,498.0,270673.0,368589.0,0.0018398584269579,0.001351098377868,2,1,2025,26,0.8660254037844386,0.5000000000000001,590.0,684.0,608.0,80.0,627.3333333333334,569.0,49.893219312180776,100.252,101.358,2.9,11.36,277526.0,283053.3333333333,0.0021259269401785,0.0022143370807219333
2025-03,Andalucía,804,Andalucía,108.195,101.829,2.3,11.36,804.0,289011.0,389437.0,0.0027819010349087,0.0020645187796742,3,1,2025,27,1.0,6.123233995736766e-17,498.0,590.0,684.0,104.0,590.6666666666666,555.0,93.00179209742878,101.758,102.243,3.0,11.36,270673.0,279691.0,0.0018398584269579,0.0021057730069610997
2025-04,Andalucía,919,Andalucía,98.442,101.399,2.2,10.29,919.0,299715.0,412372.0,0.0030662462672872,0.0022285703200023,4,2,2025,28,0.8660254037844387,-0.4999999999999998,804.0,498.0,590.0,154.0,630.6666666666666,615.6666666666666,157.00106156753645,108.195,101.829,2.3,11.36,289011.0,279070.0,0.0027819010349087,0.0022492288006817
2025-05,Andalucía,1591,Andalucía,106.927,102.056,2.0,10.29,1591.0,314491.0,450923.0,0.0050589683011596,0.0035283185821082,5,2,2025,29,0.49999999999999994,-0.8660254037844387,919.0,804.0,498.0,355.0,740.3333333333334,683.8333333333334,217.60131739797296,98.442,101.399,2.2,10.29,299715.0,286466.3333333333,0.0030662462672872,0.0025626685763846
2025-06,Andalucía,2162,Andalucía,106.826,102.858,2.3,10.29,2162.0,303539.0,428939.0,0.0071226432188285,0.0050403437318593,6,2,2025,30,1.2246467991473532e-16,-1.0,1591.0,919.0,804.0,414.0,1104.6666666666667,847.6666666666666,425.0839132845812,106.927,102.056,2.0,10.29,314491.0,301072.3333333333,0.0050589683011596,0.0036357052011185
2025-07,Andalucía,2664,Andalucía,110.304,102.457,2.7,10.45,2664.0,321039.0,450739.0,0.0082980572453814,0.0059102939838798,7,3,2025,31,-0.4999999999999997,-0.8660254037844388,2162.0,1591.0,919.0,616.0,1557.3333333333333,1094.0,622.1835206217964,106.826,102.858,2.3,10.29,303539.0,305915.0,0.0071226432188285,0.0050826192624251
2025-08,Andalucía,1823,Andalucía,78.612,102.328,2.7,10.45,1823.0,291734.0,414269.0,0.0062488431242158,0.0044005223659023,8,3,2025,32,-0.8660254037844385,-0.5000000000000004,2664.0,2162.0,1591.0,582.0,2139.0,1439.6666666666667,536.869630357315,110.304,102.457,2.7,10.45,321039.0,313023.0,0.0082980572453814,0.0068265562551231675
2025-09,Andalucía,1612,Andalucía,107.429,102.691,3.0,10.45,1612.0,291452.0,404530.0,0.0055309279057958,0.0039848713321632,9,3,2025,33,-1.0,-1.8369701987210297e-16,1823.0,2664.0,2162.0,440.0,2216.3333333333335,1660.5,423.12448916758933,78.612,102.328,2.7,10.45,291734.0,305437.3333333333,0.0062488431242158,0.0072231811961419
2025-10,Andalucía,1637,Andalucía,112.085,103.28,3.1,9.93,1637.0,309630.0,412610.0,0.0052869553983787,0.0039674268679867,10,4,2025,34,-0.8660254037844386,0.5000000000000001,1612.0,1823.0,2664.0,510.0,2033.0,1795.1666666666667,556.552782761887,107.429,102.691,3.0,10.45,291452.0,301408.3333333333,0.0055309279057958,0.006692609425131001
2025-11,Andalucía,1565,Andalucía,106.113,104.433,3.0,9.93,1565.0,276182.0,386510.0,0.005666553214909,0.0040490543582313,11,4,2025,35,-0.5000000000000004,0.8660254037844384,1637.0,1612.0,1823.0,608.0,1690.6666666666667,1914.8333333333333,115.28370801346325,112.085,103.28,3.1,9.93,309630.0,297605.3333333333,0.0052869553983787,0.005688908809463434
2025-12,Andalucía,1911,Andalucía,95.598,101.989,2.9,9.93,1911.0,298437.0,411046.0,0.0064033615134852,0.004649114697625,12,4,2025,36,-2.4492935982947064e-16,1.0,1565.0,1637.0,1612.0,684.0,1604.6666666666667,1910.5,36.555893277739244,106.113,104.433,3.0,9.93,276182.0,292421.3333333333,0.005666553214909,0.005494812173027833
2023-01,Cataluña,85,Cataluña,97.874,101.664,5.9,13.38,85.0,272954.0,368441.0,0.0003114077829964,0.0002307017948599,1,1,2023,1,0.49999999999999994,0.8660254037844387,,,,,,,,,,,,,,,
2023-02,Cataluña,82,Cataluña,99.947,100.678,6.0,13.38,82.0,320105.0,426088.0,0.0002561659455491,0.0001924485082893,2,1,2023,2,0.8660254037844386,0.5000000000000001,85.0,,,,,,,97.874,101.664,5.9,13.38,272954.0,,0.0003114077829964,
2023-03,Cataluña,119,Cataluña,113.733,102.479,3.3,13.38,119.0,310829.0,395484.0,0.0003828471603357,0.0003008971285816,3,1,2023,3,1.0,6.123233995736766e-17,82.0,85.0,,,83.5,,2.1213203435596424,99.947,100.678,6.0,13.38,320105.0,296529.5,0.0002561659455491,0.00028378686427275
2023-04,Cataluña,78,Cataluña,93.271,101.097,4.1,11.67,78.0,281843.0,356403.0,0.0002767498217092,0.000218853376655,4,2,2023,4,0.8660254037844387,-0.4999999999999998,119.0,82.0,85.0,,95.33333333333333,95.33333333333333,20.550750189064473,113.733,102.479,3.3,13.38,310829.0,301296.0,0.0003828471603357,0.0003168069629604
2023-05,Cataluña,169,Cataluña,108.291,100.41,3.2,11.67,169.0,312732.0,395951.0,0.0005403988079249,0.0004268204904142,5,2,2023,5,0.49999999999999994,-0.8660254037844387,78.0,119.0,82.0,,93.0,91.0,22.605309110914632,93.271,101.097,4.1,11.67,281843.0,304259.0,0.0002767498217092,0.00030525430919799997
2023-06,Cataluña,133,Cataluña,106.84,100.78,1.9,11.67,133.0,329272.0,397042.0,0.0004039213780704,0.0003349771560691,6,2,2023,6,1.2246467991473532e-16,-1.0,169.0,78.0,119.0,,122.0,106.6,45.574115460423364,108.291,100.41,3.2,11.67,312732.0,301801.3333333333,0.0005403988079249,0.0003999985966566
2023-07,Cataluña,170,Cataluña,103.068,100.586,2.3,11.89,170.0,319217.0,390144.0,0.0005325530908441,0.0004357365485564,7,3,2023,7,-0.4999999999999997,-0.8660254037844388,133.0,169.0,78.0,,126.66666666666667,111.0,45.82939377008312,106.84,100.78,1.9,11.67,329272.0,307949.0,0.0004039213780704,0.00040702333590150004
2023-08,Cataluña,169,Cataluña,81.579,99.789,2.6,11.89,169.0,283692.0,328108.0,0.0005957164812543,0.000515074304802,8,3,2023,8,-0.8660254037844385,-0.5000000000000004,170.0,133.0,169.0,,157.33333333333334,125.16666666666667,21.07921567168317,103.068,100.586,2.3,11.89,319217.0,320407.0,0.0005325530908441,0.0004922910922798
2023-09,Cataluña,109,Cataluña,102.763,100.515,3.5,11.89,109.0,304063.0,352928.0,0.0003584783416594,0.0003088448635415,9,3,2023,9,-1.0,-1.8369701987210297e-16,169.0,170.0,133.0,,157.33333333333334,139.66666666666666,21.07921567168317,81.579,99.789,2.6,11.89,283692.0,310727.0,0.0005957164812543,0.0005107303167229334
2023-10,Cataluña,93,Cataluña,103.78,99.789,3.5,11.8,93.0,306355.0,380451.0,0.0003035693884545,0.0002444467224425,10,4,2023,10,-0.8660254037844386,0.5000000000000001,109.0,169.0,170.0,,149.33333333333334,138.0,34.93326972004386,102.763,100.515,3.5,11.89,304063.0,302324.0,0.0003584783416594,0.0004955826379192667
2023-11,Cataluña,84,Cataluña,107.632,101.024,3.2,11.8,84.0,329662.0,427271.0,0.0002548064381093,0.0001965965394328,11,4,2023,11,-0.5000000000000004,0.8660254037844384,93.0,109.0,169.0,,123.66666666666667,140.5,40.06661120351126,103.78,99.789,3.5,11.8,306355.0,298036.6666666667,0.0003035693884545,0.00041925473712273333
2023-12,Cataluña,100,Cataluña,89.019,99.95,3.1,11.8,100.0,289506.0,377211.0,0.00034541598447,0.0002651036157482,12,4,2023,12,-2.4492935982947064e-16,1.0,84.0,93.0,109.0,,95.33333333333333,126.33333333333333,12.662279942148402,107.632,101.024,3.2,11.8,329662.0,313360.0,0.0002548064381093,0.0003056180560744
2024-01,Cataluña,96,Cataluña,101.649,102.249,3.4,12.29,96.0,295021.0,391393.0,0.0003254005647055,0.0002452777642931,1,1,2024,13,0.49999999999999994,0.8660254037844387,100.0,84.0,93.0,85.0,92.33333333333333,120.83333333333333,8.020806277010667,89.019,99.95,3.1,11.8,289506.0,308507.6666666667,0.00034541598447,0.00030126393701126666
2024-02,Cataluña,90,Cataluña,104.175,103.69,2.8,12.29,90.0,294268.0,362317.0,0.0003058436527247,0.0002484012618784,2,1,2024,14,0.8660254037844386,0.5000000000000001,96.0,100.0,84.0,82.0,93.33333333333333,108.5,8.326663997864555,101.649,102.249,3.4,12.29,295021.0,304729.6666666667,0.0003254005647055,0.0003085409957616
2024-03,Cataluña,103,Cataluña,99.972,101.232,3.2,12.29,103.0,294184.0,366548.0,0.0003501210126995,0.0002810000327378,3,1,2024,15,1.0,6.123233995736766e-17,90.0,96.0,100.0,119.0,95.33333333333333,95.33333333333333,5.033222956847208,104.175,103.69,2.8,12.29,294268.0,292931.6666666667,0.0003058436527247,0.0003255534006334
2024-04,Cataluña,174,Cataluña,104.405,100.811,3.3,11.27,174.0,287168.0,377536.0,0.0006059170938266,0.0004608832005424,4,2,2024,16,0.8660254037844387,-0.4999999999999998,103.0,90.0,96.0,78.0,96.33333333333333,94.33333333333333,6.5064070986477445,99.972,101.232,3.2,12.29,294184.0,294491.0,0.0003501210126995,0.0003271217433765667
2024-05,Cataluña,184,Cataluña,108.032,100.353,3.6,11.27,184.0,319020.0,381028.0,0.0005767663469374,0.0004829041435275,5,2,2024,17,0.49999999999999994,-0.8660254037844387,174.0,103.0,90.0,169.0,122.33333333333333,107.83333333333333,45.21430452117266,104.405,100.811,3.3,11.27,287168.0,291873.3333333333,0.0006059170938266,0.00042062725308360005
2024-06,Cataluña,515,Cataluña,102.129,100.857,3.4,11.27,515.0,289338.0,342163.0,0.0017799252085795,0.0015051305956517,6,2,2024,18,1.2246467991473532e-16,-1.0,184.0,174.0,103.0,133.0,153.66666666666666,124.5,44.16257842714049,108.032,100.353,3.6,11.27,319020.0,300124.0,0.0005767663469374,0.0005109348178211666
2024-07,Cataluña,903,Cataluña,107.615,99.89,2.8,11.21,903.0,298590.0,356383.0,0.0030242138048829,0.002533790893505,7,3,2024,19,-0.4999999999999997,-0.8660254037844388,515.0,184.0,174.0,170.0,291.0,193.66666666666666,194.05411616350733,102.129,100.857,3.4,11.27,289338.0,298508.6666666667,0.0017799252085795,0.0009875362164478332
2024-08,Cataluña,1036,Cataluña,78.449,99.159,2.3,11.21,1036.0,289272.0,343715.0,0.0035814043529964,0.003014125074553,8,3,2024,20,-0.8660254037844385,-0.5000000000000004,903.0,515.0,184.0,169.0,534.0,328.1666666666667,359.87636765978397,107.615,99.89,2.8,11.21,298590.0,302316.0,0.0030242138048829,0.0017936351201332669
2024-09,Cataluña,775,Cataluña,102.926,101.1,1.5,11.21,775.0,273210.0,341642.0,0.0028366458035943,0.0022684564544171,9,3,2024,21,-1.0,-1.8369701987210297e-16,1036.0,903.0,515.0,109.0,818.0,485.8333333333333,270.70094200057747,78.449,99.159,2.3,11.21,289272.0,292400.0,0.0035814043529964,0.002795181122152933
2024-10,Cataluña,1449,Cataluña,110.402,102.212,1.8,10.61,1449.0,303182.0,382606.0,0.0047793074786761,0.0037871857733543,10,4,2024,22,-0.8660254037844386,0.5000000000000001,775.0,1036.0,903.0,93.0,904.6666666666666,597.8333333333334,130.50798187595012,102.926,101.1,1.5,11.21,273210.0,287024.0,0.0028366458035943,0.0031474213204912
2024-11,Cataluña,1843,Cataluña,103.868,99.901,2.4,10.61,1843.0,278124.0,348364.0,0.0066265406796968,0.005290443329391,11,4,2024,23,-0.5000000000000004,0.8660254037844384,1449.0,775.0,1036.0,84.0,1086.6666666666667,810.3333333333334,339.84457231701276,110.402,102.212,1.8,10.61,303182.0,288554.6666666667,0.0047793074786761,0.0037324525450889334
2024-12,Cataluña,2176,Cataluña,92.81,102.184,2.8,10.61,2176.0,286945.0,368875.0,0.0075833347854118,0.0058990172822771,12,4,2024,24,-2.4492935982947064e-16,1.0,1843.0,1449.0,775.0,100.0,1355.6666666666667,1086.8333333333333,540.0827097152188,103.868,99.901,2.4,10.61,278124.0,284838.6666666667,0.0066265406796968,0.0047474979873224
2025-01,Cataluña,1894,Cataluña,100.252,101.358,2.9,11.36,1894.0,275636.0,358190.0,0.0068713810968088,0.0052876964739384,1,1,2025,25,0.49999999999999994,0.8660254037844387,2176.0,1843.0,1449.0,96.0,1822.6666666666667,1363.6666666666667,363.9262745850225,92.81,102.184,2.8,10.61,286945.0,289417.0,0.0075833347854118,0.006329727647928233
2025-02,Cataluña,1882,Cataluña,101.758,102.243,3.0,11.36,1882.0,274454.0,344426.0,0.0068572511240499,0.0054641635648876,2,1,2025,26,0.8660254037844386,0.5000000000000001,1894.0,2176.0,1843.0,90.0,1971.0,1528.8333333333333,179.35718552653483,100.252,101.358,2.9,11.36,275636.0,280235.0,0.0068713810968088,0.007027085520639134
2025-03,Cataluña,2130,Cataluña,108.195,101.829,2.3,11.36,2130.0,294047.0,371402.0,0.0072437399463351,0.0057350256595279,3,1,2025,27,1.0,6.123233995736766e-17,1882.0,1894.0,2176.0,103.0,1984.0,1669.8333333333333,166.38509548634408,101.758,102.243,3.0,11.36,274454.0,279011.6666666667,0.0068572511240499,0.007103989002090166
2025-04,Cataluña,2682,Cataluña,98.442,101.399,2.2,10.29,2682.0,300313.0,380699.0,0.0089306823214446,0.0070449357628992,4,2,2025,28,0.8660254037844387,-0.4999999999999998,2130.0,1882.0,1894.0,174.0,1968.6666666666667,1895.6666666666667,139.84753602882378,108.195,101.829,2.3,11.36,294047.0,281379.0,0.0072437399463351,0.006990790722397933
2025-05,Cataluña,3209,Cataluña,106.927,102.056,2.0,10.29,3209.0,311864.0,397222.0,0.0102897416822717,0.0080786059181012,5,2,2025,29,0.49999999999999994,-0.8660254037844387,2682.0,2130.0,1882.0,184.0,2231.3333333333335,2101.1666666666665,409.51353253993096,98.442,101.399,2.2,10.29,300313.0,289604.6666666667,0.0089306823214446,0.0076772244639432
2025-06,Cataluña,3522,Cataluña,106.826,102.858,2.3,10.29,3522.0,299807.0,387670.0,0.0117475575953863,0.0090850465602187,6,2,2025,30,1.2246467991473532e-16,-1.0,3209.0,2682.0,2130.0,515.0,2673.6666666666665,2328.8333333333335,539.5482678438817,106.927,102.056,2.0,10.29,311864.0,302074.6666666667,0.0102897416822717,0.008821387983350465
2025-07,Cataluña,3811,Cataluña,110.304,102.457,2.7,10.45,3811.0,329177.0,405141.0,0.0115773580778729,0.0094066016522642,7,3,2025,31,-0.4999999999999997,-0.8660254037844388,3522.0,3209.0,2682.0,903.0,3137.6666666666665,2553.1666666666665,424.5189434328381,106.826,102.858,2.3,10.29,299807.0,303994.6666666667,0.0117475575953863,0.0103226605330342
2025-08,Cataluña,2919,Cataluña,78.612,102.328,2.7,10.45,2919.0,273798.0,343182.0,0.0106611443472925,0.0085056908579121,8,3,2025,32,-0.8660254037844385,-0.5000000000000004,3811.0,3522.0,3209.0,1036.0,3514.0,2872.6666666666665,301.0797236613584,110.304,102.457,2.7,10.45,329177.0,313616.0,0.0115773580778729,0.011204885785176968
2025-09,Cataluña,2503,Cataluña,107.429,102.691,3.0,10.45,2503.0,287783.0,367185.0,0.0086975255661383,0.0068167272628239,9,3,2025,33,-1.0,-1.8369701987210297e-16,2919.0,3811.0,3522.0,775.0,3417.3333333333335,3045.5,455.1179334341082,78.612,102.328,2.7,10.45,273798.0,300927.3333333333,0.0106611443472925,0.011328686673517233
2025-10,Cataluña,3470,Cataluña,112.085,103.28,3.1,9.93,3470.0,310778.0,406085.0,0.011165526517321,0.0085450090498294,10,4,2025,34,-0.8660254037844386,0.5000000000000001,2503.0,2919.0,3811.0,1449.0,3077.6666666666665,3107.6666666666665,668.2793826935956,107.429,102.691,3.0,10.45,287783.0,296919.3333333333,0.0086975255661383,0.010312009330434567
2025-11,Cataluña,3081,Cataluña,106.113,104.433,3.0,9.93,3081.0,290583.0,383605.0,0.0106028226014598,0.0080316992739927,11,4,2025,35,-0.5000000000000004,0.8660254037844384,3470.0,2503.0,2919.0,1843.0,2964.0,3239.0,485.06803646498895,112.085,103.28,3.1,9.93,310778.0,290786.3333333333,0.011165526517321,0.010174732143583934
2025-12,Cataluña,3362,Cataluña,95.598,101.989,2.9,9.93,3362.0,309897.0,411257.0,0.0108487658802763,0.0081749368399808,12,4,2025,36,-2.4492935982947064e-16,1.0,3081.0,3470.0,2503.0,2176.0,3018.0,3217.6666666666665,486.5685974248645,106.113,104.433,3.0,9.93,290583.0,296381.3333333333,0.0106028226014598,0.0101552915616397
2023-01,"Madrid, Comunidad de",26,Madrid,97.874,101.664,5.9,13.38,26.0,135631.0,173564.0,0.000191696588538,0.0001498006499043,1,1,2023,1,0.49999999999999994,0.8660254037844387,,,,,,,,,,,,,,,
2023-02,"Madrid, Comunidad de",26,Madrid,99.947,100.678,6.0,13.38,26.0,143849.0,185809.0,0.0001807450868619,0.0001399286363954,2,1,2023,2,0.8660254037844386,0.5000000000000001,26.0,,,,,,,97.874,101.664,5.9,13.38,135631.0,,0.000191696588538,
2023-03,"Madrid, Comunidad de",25,Madrid,113.733,102.479,3.3,13.38,25.0,164028.0,196784.0,0.000152413002658,0.0001270428490121,3,1,2023,3,1.0,6.123233995736766e-17,26.0,26.0,,,26.0,,0.0,99.947,100.678,6.0,13.38,143849.0,139740.0,0.0001807450868619,0.00018622083769995
2023-04,"Madrid, Comunidad de",0,Madrid,93.271,101.097,4.1,11.67,0.0,145801.0,160449.0,0.0,0.0,4,2,2023,4,0.8660254037844387,-0.4999999999999998,25.0,26.0,26.0,,25.666666666666668,25.666666666666668,0.5773502691896263,113.733,102.479,3.3,13.38,164028.0,147836.0,0.000152413002658,0.00017495155935263334
2023-05,"Madrid, Comunidad de",0,Madrid,108.291,100.41,3.2,11.67,0.0,154674.0,167662.0,0.0,0.0,5,2,2023,5,0.49999999999999994,-0.8660254037844387,0.0,25.0,26.0,,17.0,19.25,14.730919862656235,93.271,101.097,4.1,11.67,145801.0,151226.0,0.0,0.00011105269650663334
