Fecha Precio;Provincia;Producto;Promedio de Pai Diario CUBO €/litro;Promedio de Pvp Diario CUBO €/litro
2023-04-25;Tarragona;Gasolina 98 E5;0,989;1,807
2023-04-25;Tarragona;Gasóleo A habitual;0,826;1,458
2023-04-25;Tarragona;Gasóleo Premium;0,904;1,553
2023-04-25;Teruel;Gasolina 95 E5;0,873;1,629
2023-04-25;Teruel;Gasolina 98 E5;0,975;1,789
2023-04-25;Teruel;Gasóleo A habitual;0,868;1,508
2023-04-25;Teruel;Gasóleo Premium;0,95;1,608
2023-04-25;Toledo;Gasolina 95 E5;0,878;1,635
2023-04-25;Toledo;Gasolina 98 E5;0,976;1,79
2023-04-25;Toledo;Gasóleo A habitual;0,863;1,503
2023-04-25;Toledo;Gasóleo Premium;0,94;1,596
2023-04-25;Valencia/València;Gasolina 95 E5;0,887;1,645
2023-04-25;Valencia/València;Gasolina 98 E5;1,004;1,825
2023-04-25;Valencia/València;Gasóleo A habitual;0,85;1,487
2023-04-25;Valencia/València;Gasóleo Premium;0,941;1,597
2023-04-25;Valladolid;Gasolina 95 E5;0,866;1,62
2023-04-25;Valladolid;Gasolina 98 E5;0,969;1,782
2023-04-25;Valladolid;Gasóleo A habitual;0,821;1,452
2023-04-25;Valladolid;Gasóleo Premium;0,901;1,548
2023-04-25;Zamora;Gasolina 95 E5;0,881;1,638
2023-04-25;Zamora;Gasolina 98 E5;0,973;1,787
2023-04-25;Zamora;Gasóleo A habitual;0,876;1,518
2023-04-25;Zamora;Gasóleo Premium;0,955;1,615
2023-04-25;Zaragoza;Gasolina 95 E5;0,889;1,648
2023-04-25;Zaragoza;Gasolina 98 E5;1;1,819
2023-04-25;Zaragoza;Gasóleo A habitual;0,847;1,484
2023-04-25;Zaragoza;Gasóleo Premium;0,924;1,576
2023-04-26;Albacete;Gasolina 95 E5;0,872;1,627
2023-04-26;Albacete;Gasolina 98 E5;0,965;1,778
2023-04-26;Albacete;Gasóleo A habitual;0,845;1,48
2023-04-26;Albacete;Gasóleo Premium;0,91;1,559
2023-04-26;Alicante/Alacant;Gasolina 95 E5;0,89;1,649
2023-04-26;Alicante/Alacant;Gasolina 98 E5;1,002;1,822
2023-04-26;Alicante/Alacant;Gasóleo A habitual;0,837;1,471
2023-04-26;Alicante/Alacant;Gasóleo Premium;0,922;1,575
2023-04-26;Almería;Gasolina 95 E5;0,848;1,599
2023-04-26;Almería;Gasolina 98 E5;0,97;1,784
2023-04-26;Almería;Gasóleo A habitual;0,84;1,475
2023-04-26;Almería;Gasóleo Premium;0,933;1,587
2023-04-26;Araba/Álava;Gasolina 95 E5;0,907;1,669
2023-04-26;Araba/Álava;Gasolina 98 E5;1,006;1,827
2023-04-26;Araba/Álava;Gasóleo A habitual;0,868;1,509
2023-04-26;Araba/Álava;Gasóleo Premium;0,959;1,619
2023-04-26;Asturias;Gasolina 95 E5;0,913;1,677
2023-04-26;Asturias;Gasolina 98 E5;1,006;1,828
2023-04-26;Asturias;Gasóleo A habitual;0,877;1,519
2023-04-26;Asturias;Gasóleo Premium;0,953;1,611
2023-04-26;Ávila;Gasolina 95 E5;0,891;1,65
2023-04-26;Ávila;Gasolina 98 E5;0,981;1,797
2023-04-26;Ávila;Gasóleo A habitual;0,856;1,494
2023-04-26;Ávila;Gasóleo Premium;0,931;1,585
2023-04-26;Badajoz;Gasolina 95 E5;0,867;1,621
2023-04-26;Badajoz;Gasolina 98 E5;0,97;1,784
2023-04-26;Badajoz;Gasóleo A habitual;0,832;1,465
2023-04-26;Badajoz;Gasóleo Premium;0,909;1,558
2023-04-26;Balears, Illes;Gasolina 95 E5;0,939;1,708
2023-04-26;Balears, Illes;Gasolina 98 E5;1,033;1,86
2023-04-26;Balears, Illes;Gasóleo A habitual;0,902;1,55
2023-04-26;Balears, Illes;Gasóleo Premium;0,964;1,625
2023-04-26;Barcelona;Gasolina 95 E5;0,884;1,641
2023-04-26;Barcelona;Gasolina 98 E5;1,002;1,822
2023-04-26;Barcelona;Gasóleo A habitual;0,82;1,451
2023-04-26;Barcelona;Gasóleo Premium;0,897;1,543
2023-04-26;Bizkaia;Gasolina 95 E5;0,91;1,674
2023-04-26;Bizkaia;Gasolina 98 E5;1,017;1,84
2023-04-26;Bizkaia;Gasóleo A habitual;0,866;1,506
2023-04-26;Bizkaia;Gasóleo Premium;0,947;1,604
2023-04-26;Burgos;Gasolina 95 E5;0,886;1,644
2023-04-26;Burgos;Gasolina 98 E5;0,994;1,813
2023-04-26;Burgos;Gasóleo A habitual;0,842;1,477
2023-04-26;Burgos;Gasóleo Premium;0,928;1,582
2023-04-26;Cáceres;Gasolina 95 E5;0,871;1,626
2023-04-26;Cáceres;Gasolina 98 E5;0,985;1,802
2023-04-26;Cáceres;Gasóleo A habitual;0,865;1,505
2023-04-26;Cáceres;Gasóleo Premium;0,951;1,61
2023-04-26;Cádiz;Gasolina 95 E5;0,86;1,613
2023-04-26;Cádiz;Gasolina 98 E5;0,955;1,765
2023-04-26;Cádiz;Gasóleo A habitual;0,834;1,468
2023-04-26;Cádiz;Gasóleo Premium;0,909;1,558
2023-04-26;Cantabria;Gasolina 95 E5;0,911;1,675
2023-04-26;Cantabria;Gasolina 98 E5;1,005;1,825
2023-04-26;Cantabria;Gasóleo A habitual;0,85;1,487
2023-04-26;Cantabria;Gasóleo Premium;0,937;1,592
2023-04-26;Castellón/Castelló;Gasolina 95 E5;0,901;1,662
2023-04-26;Castellón/Castelló;Gasolina 98 E5;1,002;1,822
2023-04-26;Castellón/Castelló;Gasóleo A habitual;0,862;1,502
2023-04-26;Castellón/Castelló;Gasóleo Premium;0,955;1,614
2023-04-26;Ceuta;Gasolina 95 E5;1,117;1,324
2023-04-26;Ceuta;Gasolina 98 E5;1,134;1,357
2023-04-26;Ceuta;Gasóleo A habitual;1,06;1,22
2023-04-26;Ceuta;Gasóleo Premium;1,1;1,26
2023-04-26;Ciudad Real;Gasolina 95 E5;0,858;1,61
2023-04-26;Ciudad Real;Gasolina 98 E5;0,978;1,793
2023-04-26;Ciudad Real;Gasóleo A habitual;0,84;1,475
2023-04-26;Ciudad Real;Gasóleo Premium;0,922;1,575
2023-04-26;Córdoba;Gasolina 95 E5;0,856;1,608
2023-04-26;Córdoba;Gasolina 98 E5;0,947;1,755
2023-04-26;Córdoba;Gasóleo A habitual;0,864;1,504
2023-04-26;Córdoba;Gasóleo Premium;0,934;1,589
2023-04-26;Coruña, A;Gasolina 95 E5;0,893;1,653
2023-04-26;Coruña, A;Gasolina 98 E5;0,985;1,801
2023-04-26;Coruña, A;Gasóleo A habitual;0,855;1,494
2023-04-26;Coruña, A;Gasóleo Premium;0,926;1,579
2023-04-26;Cuenca;Gasolina 95 E5;0,885;1,643
2023-04-26;Cuenca;Gasolina 98 E5;0,981;1,796
2023-04-26;Cuenca;Gasóleo A habitual;0,872;1,514
2023-04-26;Cuenca;Gasóleo Premium;0,971;1,634
2023-04-26;Gipuzkoa;Gasolina 95 E5;0,914;1,678
2023-04-26;Gipuzkoa;Gasolina 98 E5;1,001;1,821
2023-04-26;Gipuzkoa;Gasóleo A habitual;0,877;1,52
2023-04-26;Gipuzkoa;Gasóleo Premium;0,948;1,605
2023-04-26;Girona;Gasolina 95 E5;0,888;1,647
2023-04-26;Girona;Gasolina 98 E5;1,003;1,824
2023-04-26;Girona;Gasóleo A habitual;0,833;1,466
2023-04-26;Girona;Gasóleo Premium;0,915;1,566
2023-04-26;Granada;Gasolina 95 E5;0,866;1,62
2023-04-26;Granada;Gasolina 98 E5;0,96;1,771
2023-04-26;Granada;Gasóleo A habitual;0,839;1,474
2023-04-26;Granada;Gasóleo Premium;0,917;1,568
2023-04-26;Guadalajara;Gasolina 95 E5;0,879;1,636
2023-04-26;Guadalajara;Gasolina 98 E5;0,972;1,786
2023-04-26;Guadalajara;Gasóleo A habitual;0,866;1,506
2023-04-26;Guadalajara;Gasóleo Premium;0,936;1,591
2023-04-26;Huelva;Gasolina 95 E5;0,892;1,651
2023-04-26;Huelva;Gasolina 98 E5;0,994;1,813
2023-04-26;Huelva;Gasóleo A habitual;0,863;1,503
2023-04-26;Huelva;Gasóleo Premium;0,94;1,596
2023-04-26;Huesca;Gasolina 95 E5;0,871;1,626
2023-04-26;Huesca;Gasolina 98 E5;0,964;1,776
2023-04-26;Huesca;Gasóleo A habitual;0,842;1,478
2023-04-26;Huesca;Gasóleo Premium;0,915;1,566
2023-04-26;Jaén;Gasolina 95 E5;0,862;1,615
2023-04-26;Jaén;Gasolina 98 E5;0,965;1,777
2023-04-26;Jaén;Gasóleo A habitual;0,862;1,502
2023-04-26;Jaén;Gasóleo Premium;0,932;1,587
2023-04-26;León;Gasolina 95 E5;0,882;1,64
2023-04-26;León;Gasolina 98 E5;0,975;1,79
2023-04-26;León;Gasóleo A habitual;0,84;1,475
2023-04-26;León;Gasóleo Premium;0,905;1,554
2023-04-26;Lleida;Gasolina 95 E5;0,847;1,596
2023-04-26;Lleida;Gasolina 98 E5;0,962;1,774
2023-04-26;Lleida;Gasóleo A habitual;0,821;1,452
2023-04-26;Lleida;Gasóleo Premium;0,901;1,549
2023-04-26;Lugo;Gasolina 95 E5;0,869;1,624
2023-04-26;Lugo;Gasolina 98 E5;0,949;1,758
2023-04-26;Lugo;Gasóleo A habitual;0,855;1,493
2023-04-26;Lugo;Gasóleo Premium;0,926;1,579
2023-04-26;Madrid;Gasolina 95 E5;0,881;1,638
2023-04-26;Madrid;Gasolina 98 E5;0,989;1,806
2023-04-26;Madrid;Gasóleo A habitual;0,859;1,498
2023-04-26;Madrid;Gasóleo Premium;0,937;1,593
2023-04-26;Málaga;Gasolina 95 E5;0,898;1,658
2023-04-26;Málaga;Gasolina 98 E5;1,007;1,828
2023-04-26;Málaga;Gasóleo A habitual;0,868;1,509
2023-04-26;Málaga;Gasóleo Premium;0,952;1,611
2023-04-26;Melilla;Gasolina 95 E5;1,066;1,248
2023-04-26;Melilla;Gasóleo A habitual;1,031;1,135
2023-04-26;Melilla;Gasóleo Premium;1,068;1,175
2023-04-26;Murcia;Gasolina 95 E5;0,857;1,608
2023-04-26;Murcia;Gasolina 98 E5;0,95;1,76
2023-04-26;Murcia;Gasóleo A habitual;0,815;1,445
2023-04-26;Murcia;Gasóleo Premium;0,885;1,53
2023-04-26;Navarra;Gasolina 95 E5;0,894;1,653
2023-04-26;Navarra;Gasolina 98 E5;1,008;1,829
2023-04-26;Navarra;Gasóleo A habitual;0,837;1,472
2023-04-26;Navarra;Gasóleo Premium;0,925;1,578
2023-04-26;Ourense;Gasolina 95 E5;0,886;1,644
2023-04-26;Ourense;Gasolina 98 E5;0,975;1,79
2023-04-26;Ourense;Gasóleo A habitual;0,857;1,496
2023-04-26;Ourense;Gasóleo Premium;0,936;1,591
2023-04-26;Palencia;Gasolina 95 E5;0,869;1,623
2023-04-26;Palencia;Gasolina 98 E5;0,953;1,762
2023-04-26;Palencia;Gasóleo A habitual;0,844;1,48
2023-04-26;Palencia;Gasóleo Premium;0,917;1,568
2023-04-26;Palmas, Las;Gasolina 95 E5;1,003;1,295
2023-04-26;Palmas, Las;Gasolina 98 E5;1,138;1,43
2023-04-26;Palmas, Las;Gasóleo A habitual;1,061;1,309
2023-04-26;Palmas, Las;Gasóleo Premium;1,193;1,441
2023-04-26;Pontevedra;Gasolina 95 E5;0,876;1,632
2023-04-26;Pontevedra;Gasolina 98 E5;0,97;1,784
2023-04-26;Pontevedra;Gasóleo A habitual;0,854;1,491
2023-04-26;Pontevedra;Gasóleo Premium;0,929;1,582
2023-04-26;Rioja, La;Gasolina 95 E5;0,9;1,662
2023-04-26;Rioja, La;Gasolina 98 E5;0,996;1,815
2023-04-26;Rioja, La;Gasóleo A habitual;0,856;1,494
2023-04-26;Rioja, La;Gasóleo Premium;0,937;1,593
2023-04-26;Salamanca;Gasolina 95 E5;0,865;1,618
2023-04-26;Salamanca;Gasolina 98 E5;0,964;1,776
2023-04-26;Salamanca;Gasóleo A habitual;0,862;1,501
2023-04-26;Salamanca;Gasóleo Premium;0,946;1,604
2023-04-26;Santa Cruz de Tenerife;Gasolina 95 E5;0,991;1,282
2023-04-26;Santa Cruz de Tenerife;Gasolina 98 E5;1,112;1,404
2023-04-26;Santa Cruz de Tenerife;Gasóleo A habitual;1,038;1,285
2023-04-26;Santa Cruz de Tenerife;Gasóleo Premium;1,155;1,402
2023-04-26;Segovia;Gasolina 95 E5;0,869;1,623
2023-04-26;Segovia;Gasolina 98 E5;0,982;1,798
2023-04-26;Segovia;Gasóleo A habitual;0,835;1,469
2023-04-26;Segovia;Gasóleo Premium;0,919;1,571
2023-04-26;Sevilla;Gasolina 95 E5;0,864;1,618
2023-04-26;Sevilla;Gasolina 98 E5;0,975;1,789
2023-04-26;Sevilla;Gasóleo A habitual;0,86;1,499
2023-04-26;Sevilla;Gasóleo Premium;0,947;1,604
2023-04-26;Soria;Gasolina 95 E5;0,857;1,609
2023-04-26;Soria;Gasolina 98 E5;0,961;1,773
2023-04-26;Soria;Gasóleo A habitual;0,82;1,451
2023-04-26;Soria;Gasóleo Premium;0,878;1,521
2023-04-26;Tarragona;Gasolina 95 E5;0,881;1,638
2023-04-26;Tarragona;Gasolina 98 E5;0,994;1,813
2023-04-26;Tarragona;Gasóleo A habitual;0,822;1,453
2023-04-26;Tarragona;Gasóleo Premium;0,901;1,549
2023-04-26;Teruel;Gasolina 95 E5;0,873;1,628
2023-04-26;Teruel;Gasolina 98 E5;0,971;1,785
2023-04-26;Teruel;Gasóleo A habitual;0,864;1,504
2023-04-26;Teruel;Gasóleo Premium;0,942;1,599
2023-04-26;Toledo;Gasolina 95 E5;0,874;1,629
2023-04-26;Toledo;Gasolina 98 E5;0,974;1,788
2023-04-26;Toledo;Gasóleo A habitual;0,86;1,499
2023-04-26;Toledo;Gasóleo Premium;0,937;1,592
2023-04-26;Valencia/València;Gasolina 95 E5;0,886;1,644
2023-04-26;Valencia/València;Gasolina 98 E5;1,004;1,825
2023-04-26;Valencia/València;Gasóleo A habitual;0,845;1,482
2023-04-26;Valencia/València;Gasóleo Premium;0,936;1,591
2023-04-26;Valladolid;Gasolina 95 E5;0,869;1,623
2023-04-26;Valladolid;Gasolina 98 E5;0,973;1,787
2023-04-26;Valladolid;Gasóleo A habitual;0,818;1,448
2023-04-26;Valladolid;Gasóleo Premium;0,898;1,545
2023-04-26;Zamora;Gasolina 95 E5;0,877;1,633
2023-04-26;Zamora;Gasolina 98 E5;0,97;1,784
2023-04-26;Zamora;Gasóleo A habitual;0,871;1,513
2023-04-26;Zamora;Gasóleo Premium;0,952;1,61
2023-04-26;Zaragoza;Gasolina 95 E5;0,886;1,644
2023-04-26;Zaragoza;Gasolina 98 E5;0,997;1,817
2023-04-26;Zaragoza;Gasóleo A habitual;0,842;1,477
2023-04-26;Zaragoza;Gasóleo Premium;0,919;1,571
2023-04-27;Albacete;Gasolina 95 E5;0,87;1,625
2023-04-27;Albacete;Gasolina 98 E5;0,962;1,774
2023-04-27;Albacete;Gasóleo A habitual;0,842;1,477
2023-04-27;Albacete;Gasóleo Premium;0,907;1,556
2023-04-27;Alicante/Alacant;Gasolina 95 E5;0,887;1,645
2023-04-27;Alicante/Alacant;Gasolina 98 E5;0,998;1,817
2023-04-27;Alicante/Alacant;Gasóleo A habitual;0,832;1,466
2023-04-27;Alicante/Alacant;Gasóleo Premium;0,917;1,568
2023-04-27;Almería;Gasolina 95 E5;0,844;1,594
2023-04-27;Almería;Gasolina 98 E5;0,967;1,78
2023-04-27;Almería;Gasóleo A habitual;0,834;1,468
2023-04-27;Almería;Gasóleo Premium;0,928;1,582
2023-04-27;Araba/Álava;Gasolina 95 E5;0,903;1,665
2023-04-27;Araba/Álava;Gasolina 98 E5;1,002;1,823
2023-04-27;Araba/Álava;Gasóleo A habitual;0,864;1,504
2023-04-27;Araba/Álava;Gasóleo Premium;0,956;1,615
2023-04-27;Asturias;Gasolina 95 E5;0,91;1,673
2023-04-27;Asturias;Gasolina 98 E5;1,003;1,823
2023-04-27;Asturias;Gasóleo A habitual;0,871;1,512
2023-04-27;Asturias;Gasóleo Premium;0,946;1,604
2023-04-27;Ávila;Gasolina 95 E5;0,885;1,643
2023-04-27;Ávila;Gasolina 98 E5;0,975;1,79
2023-04-27;Ávila;Gasóleo A habitual;0,848;1,484
2023-04-27;Ávila;Gasóleo Premium;0,923;1,576
2023-04-27;Badajoz;Gasolina 95 E5;0,864;1,617
2023-04-27;Badajoz;Gasolina 98 E5;0,967;1,78
2023-04-27;Badajoz;Gasóleo A habitual;0,826;1,458
2023-04-27;Badajoz;Gasóleo Premium;0,904;1,552
2023-04-27;Balears, Illes;Gasolina 95 E5;0,935;1,704
2023-04-27;Balears, Illes;Gasolina 98 E5;1,03;1,856
2023-04-27;Balears, Illes;Gasóleo A habitual;0,898;1,545
2023-04-27;Balears, Illes;Gasóleo Premium;0,961;1,621
2023-04-27;Barcelona;Gasolina 95 E5;0,879;1,636
2023-04-27;Barcelona;Gasolina 98 E5;0,998;1,818
2023-04-27;Barcelona;Gasóleo A habitual;0,815;1,444
2023-04-27;Barcelona;Gasóleo Premium;0,892;1,538
2023-04-27;Bizkaia;Gasolina 95 E5;0,905;1,667
2023-04-27;Bizkaia;Gasolina 98 E5;1,012;1,834
2023-04-27;Bizkaia;Gasóleo A habitual;0,859;1,498
2023-04-27;Bizkaia;Gasóleo Premium;0,941;1,597
2023-04-27;Burgos;Gasolina 95 E5;0,882;1,64
2023-04-27;Burgos;Gasolina 98 E5;0,991;1,809
2023-04-27;Burgos;Gasóleo A habitual;0,836;1,47
2023-04-27;Burgos;Gasóleo Premium;0,923;1,576
2023-04-27;Cáceres;Gasolina 95 E5;0,867;1,62
2023-04-27;Cáceres;Gasolina 98 E5;0,981;1,797
2023-04-27;Cáceres;Gasóleo A habitual;0,858;1,497
2023-04-27;Cáceres;Gasóleo Premium;0,944;1,601
2023-04-27;Cádiz;Gasolina 95 E5;0,857;1,609
2023-04-27;Cádiz;Gasolina 98 E5;0,951;1,76
2023-04-27;Cádiz;Gasóleo A habitual;0,83;1,463
2023-04-27;Cádiz;Gasóleo Premium;0,906;1,555
2023-04-27;Cantabria;Gasolina 95 E5;0,908;1,67
2023-04-27;Cantabria;Gasolina 98 E5;1,001;1,821
2023-04-27;Cantabria;Gasóleo A habitual;0,843;1,478
2023-04-27;Cantabria;Gasóleo Premium;0,93;1,584
2023-04-27;Castellón/Castelló;Gasolina 95 E5;0,897;1,657
2023-04-27;Castellón/Castelló;Gasolina 98 E5;0,998;1,818
2023-04-27;Castellón/Castelló;Gasóleo A habitual;0,857;1,496
2023-04-27;Castellón/Castelló;Gasóleo Premium;0,95;1,608
2023-04-27;Ceuta;Gasolina 95 E5;1,107;1,314
2023-04-27;Ceuta;Gasolina 98 E5;1,124;1,347
2023-04-27;Ceuta;Gasóleo A habitual;1,05;1,21
2023-04-27;Ceuta;Gasóleo Premium;1,09;1,25
2023-04-27;Ciudad Real;Gasolina 95 E5;0,854;1,606
2023-04-27;Ciudad Real;Gasolina 98 E5;0,976;1,79
2023-04-27;Ciudad Real;Gasóleo A habitual;0,835;1,469
2023-04-27;Ciudad Real;Gasóleo Premium;0,918;1,569
2023-04-27;Córdoba;Gasolina 95 E5;0,853;1,604
2023-04-27;Córdoba;Gasolina 98 E5;0,945;1,753
2023-04-27;Córdoba;Gasóleo A habitual;0,859;1,498
2023-04-27;Córdoba;Gasóleo Premium;0,93;1,584
2023-04-27;Coruña, A;Gasolina 95 E5;0,89;1,649
2023-04-27;Coruña, A;Gasolina 98 E5;0,983;1,799
2023-04-27;Coruña, A;Gasóleo A habitual;0,85;1,487
2023-04-27;Coruña, A;Gasóleo Premium;0,921;1,574
2023-04-27;Cuenca;Gasolina 95 E5;0,882;1,639
2023-04-27;Cuenca;Gasolina 98 E5;0,978;1,793
2023-04-27;Cuenca;Gasóleo A habitual;0,868;1,51
2023-04-27;Cuenca;Gasóleo Premium;0,969;1,631
2023-04-27;Gipuzkoa;Gasolina 95 E5;0,909;1,672
2023-04-27;Gipuzkoa;Gasolina 98 E5;0,996;1,815
2023-04-27;Gipuzkoa;Gasóleo A habitual;0,871;1,512
2023-04-27;Gipuzkoa;Gasóleo Premium;0,942;1,598
2023-04-27;Girona;Gasolina 95 E5;0,884;1,641
2023-04-27;Girona;Gasolina 98 E5;1,001;1,821
2023-04-27;Girona;Gasóleo A habitual;0,829;1,461
2023-04-27;Girona;Gasóleo Premium;0,912;1,562
2023-04-27;Granada;Gasolina 95 E5;0,864;1,618
2023-04-27;Granada;Gasolina 98 E5;0,958;1,768
2023-04-27;Granada;Gasóleo A habitual;0,835;1,469
2023-04-27;Granada;Gasóleo Premium;0,913;1,563
2023-04-27;Guadalajara;Gasolina 95 E5;0,877;1,633
2023-04-27;Guadalajara;Gasolina 98 E5;0,969;1,783
2023-04-27;Guadalajara;Gasóleo A habitual;0,859;1,498
2023-04-27;Guadalajara;Gasóleo Premium;0,928;1,582
2023-04-27;Huelva;Gasolina 95 E5;0,889;1,648
2023-04-27;Huelva;Gasolina 98 E5;1,001;1,821
2023-04-27;Huelva;Gasóleo A habitual;0,861;1,501
2023-04-27;Huelva;Gasóleo Premium;0,938;1,594
2023-04-27;Huesca;Gasolina 95 E5;0,868;1,622
2023-04-27;Huesca;Gasolina 98 E5;0,961;1,772
2023-04-27;Huesca;Gasóleo A habitual;0,837;1,471
2023-04-27;Huesca;Gasóleo Premium;0,911;1,561
2023-04-27;Jaén;Gasolina 95 E5;0,859;1,611
2023-04-27;Jaén;Gasolina 98 E5;0,962;1,774
2023-04-27;Jaén;Gasóleo A habitual;0,855;1,494
2023-04-27;Jaén;Gasóleo Premium;0,926;1,58
2023-04-27;León;Gasolina 95 E5;0,879;1,635
2023-04-27;León;Gasolina 98 E5;0,972;1,786
2023-04-27;León;Gasóleo A habitual;0,836;1,471
2023-04-27;León;Gasóleo Premium;0,902;1,55
2023-04-27;Lleida;Gasolina 95 E5;0,843;1,592
2023-04-27;Lleida;Gasolina 98 E5;0,959;1,771
2023-04-27;Lleida;Gasóleo A habitual;0,817;1,447
2023-04-27;Lleida;Gasóleo Premium;0,898;1,545
2023-04-27;Lugo;Gasolina 95 E5;0,867;1,621
2023-04-27;Lugo;Gasolina 98 E5;0,947;1,755
2023-04-27;Lugo;Gasóleo A habitual;0,852;1,49
2023-04-27;Lugo;Gasóleo Premium;0,923;1,575
2023-04-27;Madrid;Gasolina 95 E5;0,878;1,634
2023-04-27;Madrid;Gasolina 98 E5;0,985;1,802
2023-04-27;Madrid;Gasóleo A habitual;0,854;1,492
2023-04-27;Madrid;Gasóleo Premium;0,932;1,586
2023-04-27;Málaga;Gasolina 95 E5;0,894;1,653
2023-04-27;Málaga;Gasolina 98 E5;1,003;1,824
2023-04-27;Málaga;Gasóleo A habitual;0,863;1,503
2023-04-27;Málaga;Gasóleo Premium;0,947;1,605
2023-04-27;Melilla;Gasolina 95 E5;1,06;1,242
2023-04-27;Melilla;Gasóleo A habitual;1,024;1,128
2023-04-27;Melilla;Gasóleo Premium;1,06;1,166
2023-04-27;Murcia;Gasolina 95 E5;0,853;1,604
2023-04-27;Murcia;Gasolina 98 E5;0,947;1,756
2023-04-27;Murcia;Gasóleo A habitual;0,807;1,436
2023-04-27;Murcia;Gasóleo Premium;0,876;1,519
2023-04-27;Navarra;Gasolina 95 E5;0,888;1,647
2023-04-27;Navarra;Gasolina 98 E5;1,005;1,825
2023-04-27;Navarra;Gasóleo A habitual;0,829;1,461
2023-04-27;Navarra;Gasóleo Premium;0,918;1,569
2023-04-27;Ourense;Gasolina 95 E5;0,88;1,637
2023-04-27;Ourense;Gasolina 98 E5;0,971;1,785
2023-04-27;Ourense;Gasóleo A habitual;0,852;1,49
2023-04-27;Ourense;Gasóleo Premium;0,931;1,585
2023-04-27;Palencia;Gasolina 95 E5;0,865;1,618
2023-04-27;Palencia;Gasolina 98 E5;0,949;1,758
2023-04-27;Palencia;Gasóleo A habitual;0,84;1,475
2023-04-27;Palencia;Gasóleo Premium;0,914;1,565
2023-04-27;Palmas, Las;Gasolina 95 E5;1,001;1,293
2023-04-27;Palmas, Las;Gasolina 98 E5;1,138;1,43
2023-04-27;Palmas, Las;Gasóleo A habitual;1,059;1,307
2023-04-27;Palmas, Las;Gasóleo Premium;1,189;1,437
2023-04-27;Pontevedra;Gasolina 95 E5;0,872;1,628
2023-04-27;Pontevedra;Gasolina 98 E5;0,967;1,78
2023-04-27;Pontevedra;Gasóleo A habitual;0,851;1,488
2023-04-27;Pontevedra;Gasóleo Premium;0,926;1,58
2023-04-27;Rioja, La;Gasolina 95 E5;0,897;1,657
2023-04-27;Rioja, La;Gasolina 98 E5;0,993;1,812
2023-04-27;Rioja, La;Gasóleo A habitual;0,85;1,487
2023-04-27;Rioja, La;Gasóleo Premium;0,932;1,586
2023-04-27;Salamanca;Gasolina 95 E5;0,861;1,614
2023-04-27;Salamanca;Gasolina 98 E5;0,96;1,772
2023-04-27;Salamanca;Gasóleo A habitual;0,855;1,493
2023-04-27;Salamanca;Gasóleo Premium;0,939;1,595
2023-04-27;Santa Cruz de Tenerife;Gasolina 95 E5;0,985;1,277
2023-04-27;Santa Cruz de Tenerife;Gasolina 98 E5;1,107;1,398
2023-04-27;Santa Cruz de Tenerife;Gasóleo A habitual;1,033;1,28
2023-04-27;Santa Cruz de Tenerife;Gasóleo Premium;1,149;1,397
2023-04-27;Segovia;Gasolina 95 E5;0,863;1,616
2023-04-27;Segovia;Gasolina 98 E5;0,977;1,792
2023-04-27;Segovia;Gasóleo A habitual;0,826;1,458
2023-04-27;Segovia;Gasóleo Premium;0,913;1,563
2023-04-27;Sevilla;Gasolina 95 E5;0,86;1,612
2023-04-27;Sevilla;Gasolina 98 E5;0,97;1,784
2023-04-27;Sevilla;Gasóleo A habitual;0,854;1,492
2023-04-27;Sevilla;Gasóleo Premium;0,942;1,598
2023-04-27;Soria;Gasolina 95 E5;0,854;1,605
2023-04-27;Soria;Gasolina 98 E5;0,957;1,767
2023-04-27;Soria;Gasóleo A habitual;0,813;1,443
2023-04-27;Soria;Gasóleo Premium;0,871;1,512
2023-04-27;Tarragona;Gasolina 95 E5;0,875;1,63
2023-04-27;Tarragona;Gasolina 98 E5;0,988;1,805
2023-04-27;Tarragona;Gasóleo A habitual;0,816;1,446
2023-04-27;Tarragona;Gasóleo Premium;0,896;1,543
2023-04-27;Teruel;Gasolina 95 E5;0,871;1,626
2023-04-27;Teruel;Gasolina 98 E5;0,971;1,784
2023-04-27;Teruel;Gasóleo A habitual;0,864;1,504
2023-04-27;Teruel;Gasóleo Premium;0,942;1,598
2023-04-27;Toledo;Gasolina 95 E5;0,872;1,627
2023-04-27;Toledo;Gasolina 98 E5;0,973;1,786
2023-04-27;Toledo;Gasóleo A habitual;0,858;1,497
2023-04-27;Toledo;Gasóleo Premium;0,935;1,59
2023-04-27;Valencia/València;Gasolina 95 E5;0,884;1,641
2023-04-27;Valencia/València;Gasolina 98 E5;1,002;1,822
2023-04-27;Valencia/València;Gasóleo A habitual;0,842;1,478
2023-04-27;Valencia/València;Gasóleo Premium;0,932;1,587
2023-04-27;Valladolid;Gasolina 95 E5;0,866;1,62
2023-04-27;Valladolid;Gasolina 98 E5;0,971;1,785
2023-04-27;Valladolid;Gasóleo A habitual;0,812;1,441
2023-04-27;Valladolid;Gasóleo Premium;0,892;1,538
2023-04-27;Zamora;Gasolina 95 E5;0,873;1,628
2023-04-27;Zamora;Gasolina 98 E5;0,966;1,779
2023-04-27;Zamora;Gasóleo A habitual;0,865;1,505
2023-04-27;Zamora;Gasóleo Premium;0,944;1,6
2023-04-27;Zaragoza;Gasolina 95 E5;0,88;1,636
