Fecha Precio;Provincia;Producto;Promedio de Pai Diario CUBO €/litro;Promedio de Pvp Diario CUBO €/litro
2023-01-03;Badajoz;Gasolina 95 E5;0,858;1,61
2023-01-03;Badajoz;Gasolina 98 E5;0,969;1,782
2023-01-03;Badajoz;Gasóleo A habitual;1,014;1,686
2023-01-03;Badajoz;Gasóleo Premium;1,095;1,784
2023-01-03;Balears, Illes;Gasolina 95 E5;0,914;1,678
2023-01-03;Balears, Illes;Gasolina 98 E5;1,008;1,829
2023-01-03;Balears, Illes;Gasóleo A habitual;1,073;1,757
2023-01-03;Balears, Illes;Gasóleo Premium;1,131;1,827
2023-01-03;Barcelona;Gasolina 95 E5;0,859;1,611
2023-01-03;Barcelona;Gasolina 98 E5;0,978;1,793
2023-01-03;Barcelona;Gasóleo A habitual;1,005;1,675
2023-01-03;Barcelona;Gasóleo Premium;1,085;1,771
2023-01-03;Bizkaia;Gasolina 95 E5;0,882;1,639
2023-01-03;Bizkaia;Gasolina 98 E5;0,991;1,809
2023-01-03;Bizkaia;Gasóleo A habitual;1,049;1,728
2023-01-03;Bizkaia;Gasóleo Premium;1,124;1,819
2023-01-03;Burgos;Gasolina 95 E5;0,903;1,665
2023-01-03;Burgos;Gasolina 98 E5;1,011;1,833
2023-01-03;Burgos;Gasóleo A habitual;1,029;1,703
2023-01-03;Burgos;Gasóleo Premium;1,107;1,798
2023-01-03;Cáceres;Gasolina 95 E5;0,864;1,618
2023-01-03;Cáceres;Gasolina 98 E5;0,99;1,807
2023-01-03;Cáceres;Gasóleo A habitual;1,027;1,702
2023-01-03;Cáceres;Gasóleo Premium;1,106;1,797
2023-01-03;Cádiz;Gasolina 95 E5;0,858;1,61
2023-01-03;Cádiz;Gasolina 98 E5;0,953;1,763
2023-01-03;Cádiz;Gasóleo A habitual;1,013;1,685
2023-01-03;Cádiz;Gasóleo Premium;1,091;1,779
2023-01-03;Cantabria;Gasolina 95 E5;0,895;1,655
2023-01-03;Cantabria;Gasolina 98 E5;0,997;1,816
2023-01-03;Cantabria;Gasóleo A habitual;1,041;1,718
2023-01-03;Cantabria;Gasóleo Premium;1,114;1,807
2023-01-03;Castellón/Castelló;Gasolina 95 E5;0,861;1,614
2023-01-03;Castellón/Castelló;Gasolina 98 E5;0,964;1,776
2023-01-03;Castellón/Castelló;Gasóleo A habitual;1,009;1,679
2023-01-03;Castellón/Castelló;Gasóleo Premium;1,093;1,781
2023-01-03;Ceuta;Gasolina 95 E5;1,062;1,269
2023-01-03;Ceuta;Gasolina 98 E5;1,077;1,299
2023-01-03;Ceuta;Gasóleo A habitual;1,19;1,35
2023-01-03;Ceuta;Gasóleo Premium;1,228;1,388
2023-01-03;Ciudad Real;Gasolina 95 E5;0,845;1,594
2023-01-03;Ciudad Real;Gasolina 98 E5;0,964;1,776
2023-01-03;Ciudad Real;Gasóleo A habitual;1,015;1,686
2023-01-03;Ciudad Real;Gasóleo Premium;1,1;1,789
2023-01-03;Córdoba;Gasolina 95 E5;0,853;1,604
2023-01-03;Córdoba;Gasolina 98 E5;0,942;1,749
2023-01-03;Córdoba;Gasóleo A habitual;1,006;1,676
2023-01-03;Córdoba;Gasóleo Premium;1,076;1,76
2023-01-03;Coruña, A;Gasolina 95 E5;0,888;1,646
2023-01-03;Coruña, A;Gasolina 98 E5;0,99;1,808
2023-01-03;Coruña, A;Gasóleo A habitual;1,034;1,71
2023-01-03;Coruña, A;Gasóleo Premium;1,097;1,786
2023-01-03;Cuenca;Gasolina 95 E5;0,873;1,628
2023-01-03;Cuenca;Gasolina 98 E5;0,984;1,8
2023-01-03;Cuenca;Gasóleo A habitual;1,036;1,713
2023-01-03;Cuenca;Gasóleo Premium;1,124;1,818
2023-01-03;Gipuzkoa;Gasolina 95 E5;0,9;1,661
2023-01-03;Gipuzkoa;Gasolina 98 E5;0,993;1,812
2023-01-03;Gipuzkoa;Gasóleo A habitual;1,055;1,735
2023-01-03;Gipuzkoa;Gasóleo Premium;1,124;1,818
2023-01-03;Girona;Gasolina 95 E5;0,854;1,605
2023-01-03;Girona;Gasolina 98 E5;0,968;1,781
2023-01-03;Girona;Gasóleo A habitual;1,01;1,681
2023-01-03;Girona;Gasóleo Premium;1,089;1,776
2023-01-03;Granada;Gasolina 95 E5;0,863;1,616
2023-01-03;Granada;Gasolina 98 E5;0,957;1,767
2023-01-03;Granada;Gasóleo A habitual;1,001;1,67
2023-01-03;Granada;Gasóleo Premium;1,077;1,762
2023-01-03;Guadalajara;Gasolina 95 E5;0,859;1,611
2023-01-03;Guadalajara;Gasolina 98 E5;0,952;1,762
2023-01-03;Guadalajara;Gasóleo A habitual;1,03;1,705
2023-01-03;Guadalajara;Gasóleo Premium;1,097;1,786
2023-01-03;Huelva;Gasolina 95 E5;0,878;1,635
2023-01-03;Huelva;Gasolina 98 E5;0,989;1,806
2023-01-03;Huelva;Gasóleo A habitual;1,04;1,717
2023-01-03;Huelva;Gasóleo Premium;1,114;1,806
2023-01-03;Huesca;Gasolina 95 E5;0,859;1,611
2023-01-03;Huesca;Gasolina 98 E5;0,968;1,781
2023-01-03;Huesca;Gasóleo A habitual;1,005;1,674
2023-01-03;Huesca;Gasóleo Premium;1,077;1,762
2023-01-03;Jaén;Gasolina 95 E5;0,859;1,611
2023-01-03;Jaén;Gasolina 98 E5;0,961;1,773
2023-01-03;Jaén;Gasóleo A habitual;1,026;1,7
2023-01-03;Jaén;Gasóleo Premium;1,096;1,785
2023-01-03;León;Gasolina 95 E5;0,886;1,644
2023-01-03;León;Gasolina 98 E5;0,988;1,805
2023-01-03;León;Gasóleo A habitual;1,02;1,692
2023-01-03;León;Gasóleo Premium;1,082;1,768
2023-01-03;Lleida;Gasolina 95 E5;0,829;1,575
2023-01-03;Lleida;Gasolina 98 E5;0,952;1,762
2023-01-03;Lleida;Gasóleo A habitual;0,978;1,642
2023-01-03;Lleida;Gasóleo Premium;1,066;1,748
2023-01-03;Lugo;Gasolina 95 E5;0,875;1,631
2023-01-03;Lugo;Gasolina 98 E5;0,962;1,774
2023-01-03;Lugo;Gasóleo A habitual;1,032;1,707
2023-01-03;Lugo;Gasóleo Premium;1,107;1,798
2023-01-03;Madrid;Gasolina 95 E5;0,87;1,625
2023-01-03;Madrid;Gasolina 98 E5;0,981;1,796
2023-01-03;Madrid;Gasóleo A habitual;1,034;1,71
2023-01-03;Madrid;Gasóleo Premium;1,113;1,805
2023-01-03;Málaga;Gasolina 95 E5;0,883;1,641
2023-01-03;Málaga;Gasolina 98 E5;0,99;1,807
2023-01-03;Málaga;Gasóleo A habitual;1,025;1,698
2023-01-03;Málaga;Gasóleo Premium;1,106;1,797
2023-01-03;Melilla;Gasolina 95 E5;1,007;1,184
2023-01-03;Melilla;Gasóleo A habitual;1,137;1,249
2023-01-03;Melilla;Gasóleo Premium;1,178;1,292
2023-01-03;Murcia;Gasolina 95 E5;0,85;1,601
2023-01-03;Murcia;Gasolina 98 E5;0,946;1,755
2023-01-03;Murcia;Gasóleo A habitual;0,998;1,667
2023-01-03;Murcia;Gasóleo Premium;1,064;1,747
2023-01-03;Navarra;Gasolina 95 E5;0,878;1,634
2023-01-03;Navarra;Gasolina 98 E5;0,984;1,801
2023-01-03;Navarra;Gasóleo A habitual;1,014;1,686
2023-01-03;Navarra;Gasóleo Premium;1,094;1,782
2023-01-03;Ourense;Gasolina 95 E5;0,898;1,658
2023-01-03;Ourense;Gasolina 98 E5;0,997;1,816
2023-01-03;Ourense;Gasóleo A habitual;1,042;1,719
2023-01-03;Ourense;Gasóleo Premium;1,113;1,805
2023-01-03;Palencia;Gasolina 95 E5;0,886;1,645
2023-01-03;Palencia;Gasolina 98 E5;0,964;1,776
2023-01-03;Palencia;Gasóleo A habitual;1,04;1,717
2023-01-03;Palencia;Gasóleo Premium;1,104;1,795
2023-01-03;Palmas, Las;Gasolina 95 E5;1,072;1,364
2023-01-03;Palmas, Las;Gasolina 98 E5;1,212;1,504
2023-01-03;Palmas, Las;Gasóleo A habitual;1,165;1,413
2023-01-03;Palmas, Las;Gasóleo Premium;1,3;1,548
2023-01-03;Pontevedra;Gasolina 95 E5;0,882;1,639
2023-01-03;Pontevedra;Gasolina 98 E5;0,989;1,806
2023-01-03;Pontevedra;Gasóleo A habitual;1,033;1,708
2023-01-03;Pontevedra;Gasóleo Premium;1,107;1,798
2023-01-03;Rioja, La;Gasolina 95 E5;0,891;1,65
2023-01-03;Rioja, La;Gasolina 98 E5;0,987;1,804
2023-01-03;Rioja, La;Gasóleo A habitual;1,023;1,696
2023-01-03;Rioja, La;Gasóleo Premium;1,092;1,78
2023-01-03;Salamanca;Gasolina 95 E5;0,875;1,631
2023-01-03;Salamanca;Gasolina 98 E5;0,979;1,794
2023-01-03;Salamanca;Gasóleo A habitual;1,044;1,722
2023-01-03;Salamanca;Gasóleo Premium;1,122;1,816
2023-01-03;Santa Cruz de Tenerife;Gasolina 95 E5;1,02;1,312
2023-01-03;Santa Cruz de Tenerife;Gasolina 98 E5;1,142;1,433
2023-01-03;Santa Cruz de Tenerife;Gasóleo A habitual;1,147;1,395
2023-01-03;Santa Cruz de Tenerife;Gasóleo Premium;1,272;1,52
2023-01-03;Segovia;Gasolina 95 E5;0,863;1,617
2023-01-03;Segovia;Gasolina 98 E5;0,988;1,806
2023-01-03;Segovia;Gasóleo A habitual;1,001;1,669
2023-01-03;Segovia;Gasóleo Premium;1,079;1,764
2023-01-03;Sevilla;Gasolina 95 E5;0,854;1,605
2023-01-03;Sevilla;Gasolina 98 E5;0,969;1,782
2023-01-03;Sevilla;Gasóleo A habitual;1,02;1,693
2023-01-03;Sevilla;Gasóleo Premium;1,102;1,792
2023-01-03;Soria;Gasolina 95 E5;0,872;1,627
2023-01-03;Soria;Gasolina 98 E5;0,971;1,784
2023-01-03;Soria;Gasóleo A habitual;1,005;1,675
2023-01-03;Soria;Gasóleo Premium;1,081;1,767
2023-01-03;Tarragona;Gasolina 95 E5;0,834;1,581
2023-01-03;Tarragona;Gasolina 98 E5;0,945;1,753
2023-01-03;Tarragona;Gasóleo A habitual;0,987;1,653
2023-01-03;Tarragona;Gasóleo Premium;1,063;1,745
2023-01-03;Teruel;Gasolina 95 E5;0,851;1,602
2023-01-03;Teruel;Gasolina 98 E5;0,963;1,775
2023-01-03;Teruel;Gasóleo A habitual;1,007;1,678
2023-01-03;Teruel;Gasóleo Premium;1,085;1,772
2023-01-03;Toledo;Gasolina 95 E5;0,859;1,612
2023-01-03;Toledo;Gasolina 98 E5;0,979;1,794
2023-01-03;Toledo;Gasóleo A habitual;1,035;1,711
2023-01-03;Toledo;Gasóleo Premium;1,109;1,801
2023-01-03;Valencia/València;Gasolina 95 E5;0,864;1,618
2023-01-03;Valencia/València;Gasolina 98 E5;0,985;1,802
2023-01-03;Valencia/València;Gasóleo A habitual;1,009;1,68
2023-01-03;Valencia/València;Gasóleo Premium;1,096;1,785
2023-01-03;Valladolid;Gasolina 95 E5;0,858;1,61
2023-01-03;Valladolid;Gasolina 98 E5;0,963;1,775
2023-01-03;Valladolid;Gasóleo A habitual;1,015;1,687
2023-01-03;Valladolid;Gasóleo Premium;1,093;1,781
2023-01-03;Zamora;Gasolina 95 E5;0,889;1,647
2023-01-03;Zamora;Gasolina 98 E5;0,987;1,804
2023-01-03;Zamora;Gasóleo A habitual;1,043;1,72
2023-01-03;Zamora;Gasóleo Premium;1,115;1,808
2023-01-03;Zaragoza;Gasolina 95 E5;0,857;1,609
2023-01-03;Zaragoza;Gasolina 98 E5;0,966;1,778
2023-01-03;Zaragoza;Gasóleo A habitual;1,007;1,677
2023-01-03;Zaragoza;Gasóleo Premium;1,085;1,772
2023-01-04;Albacete;Gasolina 95 E5;0,866;1,62
2023-01-04;Albacete;Gasolina 98 E5;0,964;1,776
2023-01-04;Albacete;Gasóleo A habitual;1,027;1,701
2023-01-04;Albacete;Gasóleo Premium;1,099;1,788
2023-01-04;Alicante/Alacant;Gasolina 95 E5;0,867;1,621
2023-01-04;Alicante/Alacant;Gasolina 98 E5;0,982;1,798
2023-01-04;Alicante/Alacant;Gasóleo A habitual;1,012;1,684
2023-01-04;Alicante/Alacant;Gasóleo Premium;1,1;1,79
2023-01-04;Almería;Gasolina 95 E5;0,856;1,608
2023-01-04;Almería;Gasolina 98 E5;0,985;1,802
2023-01-04;Almería;Gasóleo A habitual;0,996;1,664
2023-01-04;Almería;Gasóleo Premium;1,081;1,766
2023-01-04;Araba/Álava;Gasolina 95 E5;0,899;1,66
2023-01-04;Araba/Álava;Gasolina 98 E5;0,994;1,812
2023-01-04;Araba/Álava;Gasóleo A habitual;1,047;1,725
2023-01-04;Araba/Álava;Gasóleo Premium;1,135;1,832
2023-01-04;Asturias;Gasolina 95 E5;0,905;1,667
2023-01-04;Asturias;Gasolina 98 E5;0,995;1,814
2023-01-04;Asturias;Gasóleo A habitual;1,029;1,703
2023-01-04;Asturias;Gasóleo Premium;1,099;1,788
2023-01-04;Ávila;Gasolina 95 E5;0,883;1,64
2023-01-04;Ávila;Gasolina 98 E5;1,005;1,825
2023-01-04;Ávila;Gasóleo A habitual;1,031;1,706
2023-01-04;Ávila;Gasóleo Premium;1,111;1,802
2023-01-04;Badajoz;Gasolina 95 E5;0,862;1,615
2023-01-04;Badajoz;Gasolina 98 E5;0,975;1,79
2023-01-04;Badajoz;Gasóleo A habitual;1,017;1,689
2023-01-04;Badajoz;Gasóleo Premium;1,096;1,785
2023-01-04;Balears, Illes;Gasolina 95 E5;0,92;1,685
2023-01-04;Balears, Illes;Gasolina 98 E5;1,014;1,836
2023-01-04;Balears, Illes;Gasóleo A habitual;1,074;1,758
2023-01-04;Balears, Illes;Gasóleo Premium;1,132;1,829
2023-01-04;Barcelona;Gasolina 95 E5;0,862;1,615
2023-01-04;Barcelona;Gasolina 98 E5;0,98;1,796
2023-01-04;Barcelona;Gasóleo A habitual;1,007;1,677
2023-01-04;Barcelona;Gasóleo Premium;1,085;1,772
2023-01-04;Bizkaia;Gasolina 95 E5;0,888;1,646
2023-01-04;Bizkaia;Gasolina 98 E5;0,997;1,816
2023-01-04;Bizkaia;Gasóleo A habitual;1,051;1,73
2023-01-04;Bizkaia;Gasóleo Premium;1,126;1,821
2023-01-04;Burgos;Gasolina 95 E5;0,904;1,666
2023-01-04;Burgos;Gasolina 98 E5;1,018;1,841
2023-01-04;Burgos;Gasóleo A habitual;1,031;1,706
2023-01-04;Burgos;Gasóleo Premium;1,109;1,801
2023-01-04;Cáceres;Gasolina 95 E5;0,867;1,62
2023-01-04;Cáceres;Gasolina 98 E5;0,983;1,799
2023-01-04;Cáceres;Gasóleo A habitual;1,032;1,707
2023-01-04;Cáceres;Gasóleo Premium;1,111;1,803
2023-01-04;Cádiz;Gasolina 95 E5;0,863;1,616
2023-01-04;Cádiz;Gasolina 98 E5;0,962;1,773
2023-01-04;Cádiz;Gasóleo A habitual;1,017;1,689
2023-01-04;Cádiz;Gasóleo Premium;1,094;1,782
2023-01-04;Cantabria;Gasolina 95 E5;0,899;1,66
2023-01-04;Cantabria;Gasolina 98 E5;1;1,82
2023-01-04;Cantabria;Gasóleo A habitual;1,042;1,719
2023-01-04;Cantabria;Gasóleo Premium;1,112;1,805
2023-01-04;Castellón/Castelló;Gasolina 95 E5;0,864;1,617
2023-01-04;Castellón/Castelló;Gasolina 98 E5;0,967;1,78
2023-01-04;Castellón/Castelló;Gasóleo A habitual;1,011;1,682
2023-01-04;Castellón/Castelló;Gasóleo Premium;1,094;1,783
2023-01-04;Ceuta;Gasolina 95 E5;1,062;1,269
2023-01-04;Ceuta;Gasolina 98 E5;1,077;1,299
2023-01-04;Ceuta;Gasóleo A habitual;1,19;1,35
2023-01-04;Ceuta;Gasóleo Premium;1,228;1,388
2023-01-04;Ciudad Real;Gasolina 95 E5;0,847;1,597
2023-01-04;Ciudad Real;Gasolina 98 E5;0,964;1,777
2023-01-04;Ciudad Real;Gasóleo A habitual;1,016;1,688
2023-01-04;Ciudad Real;Gasóleo Premium;1,1;1,79
2023-01-04;Córdoba;Gasolina 95 E5;0,857;1,608
2023-01-04;Córdoba;Gasolina 98 E5;0,952;1,762
2023-01-04;Córdoba;Gasóleo A habitual;1,01;1,68
2023-01-04;Córdoba;Gasóleo Premium;1,081;1,766
2023-01-04;Coruña, A;Gasolina 95 E5;0,892;1,651
2023-01-04;Coruña, A;Gasolina 98 E5;0,994;1,812
2023-01-04;Coruña, A;Gasóleo A habitual;1,035;1,711
2023-01-04;Coruña, A;Gasóleo Premium;1,098;1,787
2023-01-04;Cuenca;Gasolina 95 E5;0,877;1,633
2023-01-04;Cuenca;Gasolina 98 E5;0,984;1,8
2023-01-04;Cuenca;Gasóleo A habitual;1,039;1,716
2023-01-04;Cuenca;Gasóleo Premium;1,124;1,819
2023-01-04;Gipuzkoa;Gasolina 95 E5;0,904;1,666
2023-01-04;Gipuzkoa;Gasolina 98 E5;1;1,819
2023-01-04;Gipuzkoa;Gasóleo A habitual;1,055;1,735
2023-01-04;Gipuzkoa;Gasóleo Premium;1,124;1,819
2023-01-04;Girona;Gasolina 95 E5;0,86;1,612
2023-01-04;Girona;Gasolina 98 E5;0,973;1,787
2023-01-04;Girona;Gasóleo A habitual;1,012;1,684
2023-01-04;Girona;Gasóleo Premium;1,092;1,78
2023-01-04;Granada;Gasolina 95 E5;0,865;1,619
2023-01-04;Granada;Gasolina 98 E5;0,959;1,77
2023-01-04;Granada;Gasóleo A habitual;1,002;1,672
2023-01-04;Granada;Gasóleo Premium;1,079;1,764
2023-01-04;Guadalajara;Gasolina 95 E5;0,866;1,619
2023-01-04;Guadalajara;Gasolina 98 E5;0,961;1,773
2023-01-04;Guadalajara;Gasóleo A habitual;1,034;1,71
2023-01-04;Guadalajara;Gasóleo Premium;1,103;1,793
2023-01-04;Huelva;Gasolina 95 E5;0,882;1,639
2023-01-04;Huelva;Gasolina 98 E5;0,989;1,807
2023-01-04;Huelva;Gasóleo A habitual;1,042;1,719
2023-01-04;Huelva;Gasóleo Premium;1,113;1,806
2023-01-04;Huesca;Gasolina 95 E5;0,864;1,618
2023-01-04;Huesca;Gasolina 98 E5;0,97;1,784
2023-01-04;Huesca;Gasóleo A habitual;1,009;1,679
2023-01-04;Huesca;Gasóleo Premium;1,081;1,767
2023-01-04;Jaén;Gasolina 95 E5;0,863;1,617
2023-01-04;Jaén;Gasolina 98 E5;0,967;1,779
2023-01-04;Jaén;Gasóleo A habitual;1,029;1,703
2023-01-04;Jaén;Gasóleo Premium;1,099;1,789
2023-01-04;León;Gasolina 95 E5;0,899;1,659
2023-01-04;León;Gasolina 98 E5;0,998;1,817
2023-01-04;León;Gasóleo A habitual;1,026;1,7
2023-01-04;León;Gasóleo Premium;1,087;1,774
2023-01-04;Lleida;Gasolina 95 E5;0,834;1,581
2023-01-04;Lleida;Gasolina 98 E5;0,955;1,765
2023-01-04;Lleida;Gasóleo A habitual;0,982;1,647
2023-01-04;Lleida;Gasóleo Premium;1,07;1,753
2023-01-04;Lugo;Gasolina 95 E5;0,878;1,635
2023-01-04;Lugo;Gasolina 98 E5;0,967;1,779
2023-01-04;Lugo;Gasóleo A habitual;1,035;1,71
2023-01-04;Lugo;Gasóleo Premium;1,108;1,799
2023-01-04;Madrid;Gasolina 95 E5;0,874;1,629
2023-01-04;Madrid;Gasolina 98 E5;0,984;1,8
2023-01-04;Madrid;Gasóleo A habitual;1,036;1,712
2023-01-04;Madrid;Gasóleo Premium;1,115;1,808
2023-01-04;Málaga;Gasolina 95 E5;0,888;1,647
2023-01-04;Málaga;Gasolina 98 E5;0,995;1,814
2023-01-04;Málaga;Gasóleo A habitual;1,027;1,701
2023-01-04;Málaga;Gasóleo Premium;1,108;1,799
2023-01-04;Melilla;Gasolina 95 E5;1,007;1,184
2023-01-04;Melilla;Gasóleo A habitual;1,137;1,249
2023-01-04;Melilla;Gasóleo Premium;1,178;1,292
2023-01-04;Murcia;Gasolina 95 E5;0,854;1,606
2023-01-04;Murcia;Gasolina 98 E5;0,949;1,759
2023-01-04;Murcia;Gasóleo A habitual;1,001;1,669
2023-01-04;Murcia;Gasóleo Premium;1,066;1,749
2023-01-04;Navarra;Gasolina 95 E5;0,884;1,641
2023-01-04;Navarra;Gasolina 98 E5;0,993;1,811
2023-01-04;Navarra;Gasóleo A habitual;1,017;1,689
2023-01-04;Navarra;Gasóleo Premium;1,098;1,787
2023-01-04;Ourense;Gasolina 95 E5;0,898;1,659
2023-01-04;Ourense;Gasolina 98 E5;0,997;1,816
2023-01-04;Ourense;Gasóleo A habitual;1,043;1,721
2023-01-04;Ourense;Gasóleo Premium;1,111;1,803
2023-01-04;Palencia;Gasolina 95 E5;0,89;1,649
2023-01-04;Palencia;Gasolina 98 E5;0,97;1,784
2023-01-04;Palencia;Gasóleo A habitual;1,04;1,717
2023-01-04;Palencia;Gasóleo Premium;1,104;1,794
2023-01-04;Palmas, Las;Gasolina 95 E5;1,073;1,365
2023-01-04;Palmas, Las;Gasolina 98 E5;1,212;1,504
2023-01-04;Palmas, Las;Gasóleo A habitual;1,166;1,414
2023-01-04;Palmas, Las;Gasóleo Premium;1,3;1,548
2023-01-04;Pontevedra;Gasolina 95 E5;0,888;1,646
2023-01-04;Pontevedra;Gasolina 98 E5;0,993;1,811
2023-01-04;Pontevedra;Gasóleo A habitual;1,036;1,712
2023-01-04;Pontevedra;Gasóleo Premium;1,11;1,801
2023-01-04;Rioja, La;Gasolina 95 E5;0,895;1,655
2023-01-04;Rioja, La;Gasolina 98 E5;0,99;1,807
2023-01-04;Rioja, La;Gasóleo A habitual;1,024;1,698
2023-01-04;Rioja, La;Gasóleo Premium;1,093;1,781
2023-01-04;Salamanca;Gasolina 95 E5;0,882;1,639
2023-01-04;Salamanca;Gasolina 98 E5;0,983;1,8
2023-01-04;Salamanca;Gasóleo A habitual;1,044;1,722
2023-01-04;Salamanca;Gasóleo Premium;1,121;1,815
2023-01-04;Santa Cruz de Tenerife;Gasolina 95 E5;1,022;1,313
2023-01-04;Santa Cruz de Tenerife;Gasolina 98 E5;1,143;1,434
2023-01-04;Santa Cruz de Tenerife;Gasóleo A habitual;1,148;1,395
2023-01-04;Santa Cruz de Tenerife;Gasóleo Premium;1,271;1,518
2023-01-04;Segovia;Gasolina 95 E5;0,869;1,623
2023-01-04;Segovia;Gasolina 98 E5;0,994;1,812
2023-01-04;Segovia;Gasóleo A habitual;1,005;1,675
2023-01-04;Segovia;Gasóleo Premium;1,083;1,769
2023-01-04;Sevilla;Gasolina 95 E5;0,86;1,612
2023-01-04;Sevilla;Gasolina 98 E5;0,973;1,786
2023-01-04;Sevilla;Gasóleo A habitual;1,023;1,696
2023-01-04;Sevilla;Gasóleo Premium;1,103;1,793
2023-01-04;Soria;Gasolina 95 E5;0,878;1,635
2023-01-04;Soria;Gasolina 98 E5;0,974;1,789
2023-01-04;Soria;Gasóleo A habitual;1,009;1,679
2023-01-04;Soria;Gasóleo Premium;1,083;1,769
2023-01-04;Tarragona;Gasolina 95 E5;0,84;1,588
2023-01-04;Tarragona;Gasolina 98 E5;0,947;1,756
2023-01-04;Tarragona;Gasóleo A habitual;0,988;1,654
2023-01-04;Tarragona;Gasóleo Premium;1,065;1,747
2023-01-04;Teruel;Gasolina 95 E5;0,857;1,609
2023-01-04;Teruel;Gasolina 98 E5;0,959;1,77
2023-01-04;Teruel;Gasóleo A habitual;1,022;1,695
2023-01-04;Teruel;Gasóleo Premium;1,09;1,778
2023-01-04;Toledo;Gasolina 95 E5;0,865;1,619
2023-01-04;Toledo;Gasolina 98 E5;0,983;1,799
2023-01-04;Toledo;Gasóleo A habitual;1,039;1,715
2023-01-04;Toledo;Gasóleo Premium;1,111;1,803
2023-01-04;Valencia/València;Gasolina 95 E5;0,869;1,623
2023-01-04;Valencia/València;Gasolina 98 E5;0,99;1,808
2023-01-04;Valencia/València;Gasóleo A habitual;1,011;1,682
2023-01-04;Valencia/València;Gasóleo Premium;1,099;1,789
2023-01-04;Valladolid;Gasolina 95 E5;0,863;1,616
2023-01-04;Valladolid;Gasolina 98 E5;0,97;1,783
2023-01-04;Valladolid;Gasóleo A habitual;1,016;1,688
2023-01-04;Valladolid;Gasóleo Premium;1,093;1,781
2023-01-04;Zamora;Gasolina 95 E5;0,894;1,654
2023-01-04;Zamora;Gasolina 98 E5;0,995;1,813
2023-01-04;Zamora;Gasóleo A habitual;1,045;1,723
2023-01-04;Zamora;Gasóleo Premium;1,119;1,813
2023-01-04;Zaragoza;Gasolina 95 E5;0,861;1,614
2023-01-04;Zaragoza;Gasolina 98 E5;0,97;1,783
2023-01-04;Zaragoza;Gasóleo A habitual;1,011;1,682
2023-01-04;Zaragoza;Gasóleo Premium;1,088;1,775
2023-01-05;Albacete;Gasolina 95 E5;0,874;1,629
2023-01-05;Albacete;Gasolina 98 E5;0,972;1,786
2023-01-05;Albacete;Gasóleo A habitual;1,029;1,704
2023-01-05;Albacete;Gasóleo Premium;1,097;1,786
2023-01-05;Alicante/Alacant;Gasolina 95 E5;0,868;1,622
2023-01-05;Alicante/Alacant;Gasolina 98 E5;0,985;1,801
2023-01-05;Alicante/Alacant;Gasóleo A habitual;1,011;1,683
2023-01-05;Alicante/Alacant;Gasóleo Premium;1,099;1,788
2023-01-05;Almería;Gasolina 95 E5;0,858;1,61
2023-01-05;Almería;Gasolina 98 E5;0,987;1,805
2023-01-05;Almería;Gasóleo A habitual;0,995;1,663
2023-01-05;Almería;Gasóleo Premium;1,081;1,767
2023-01-05;Araba/Álava;Gasolina 95 E5;0,901;1,662
2023-01-05;Araba/Álava;Gasolina 98 E5;0,995;1,814
2023-01-05;Araba/Álava;Gasóleo A habitual;1,047;1,725
2023-01-05;Araba/Álava;Gasóleo Premium;1,135;1,832
2023-01-05;Asturias;Gasolina 95 E5;0,907;1,669
2023-01-05;Asturias;Gasolina 98 E5;0,997;1,816
2023-01-05;Asturias;Gasóleo A habitual;1,029;1,704
2023-01-05;Asturias;Gasóleo Premium;1,099;1,788
2023-01-05;Ávila;Gasolina 95 E5;0,886;1,645
2023-01-05;Ávila;Gasolina 98 E5;1,007;1,828
2023-01-05;Ávila;Gasóleo A habitual;1,031;1,706
2023-01-05;Ávila;Gasóleo Premium;1,109;1,8
2023-01-05;Badajoz;Gasolina 95 E5;0,865;1,618
2023-01-05;Badajoz;Gasolina 98 E5;0,978;1,793
2023-01-05;Badajoz;Gasóleo A habitual;1,016;1,688
2023-01-05;Badajoz;Gasóleo Premium;1,096;1,785
2023-01-05;Balears, Illes;Gasolina 95 E5;0,92;1,685
2023-01-05;Balears, Illes;Gasolina 98 E5;1,013;1,836
2023-01-05;Balears, Illes;Gasóleo A habitual;1,072;1,756
2023-01-05;Balears, Illes;Gasóleo Premium;1,129;1,825
2023-01-05;Barcelona;Gasolina 95 E5;0,861;1,614
2023-01-05;Barcelona;Gasolina 98 E5;0,978;1,793
2023-01-05;Barcelona;Gasóleo A habitual;1,006;1,676
2023-01-05;Barcelona;Gasóleo Premium;1,083;1,768
2023-01-05;Bizkaia;Gasolina 95 E5;0,893;1,652
2023-01-05;Bizkaia;Gasolina 98 E5;1,003;1,823
2023-01-05;Bizkaia;Gasóleo A habitual;1,051;1,731
2023-01-05;Bizkaia;Gasóleo Premium;1,126;1,821
2023-01-05;Burgos;Gasolina 95 E5;0,908;1,67
2023-01-05;Burgos;Gasolina 98 E5;1,021;1,845
2023-01-05;Burgos;Gasóleo A habitual;1,029;1,704
2023-01-05;Burgos;Gasóleo Premium;1,107;1,798
2023-01-05;Cáceres;Gasolina 95 E5;0,868;1,622
2023-01-05;Cáceres;Gasolina 98 E5;0,986;1,803
2023-01-05;Cáceres;Gasóleo A habitual;1,033;1,708
2023-01-05;Cáceres;Gasóleo Premium;1,112;1,805
