Sexo	Comunidades y Ciudades Autónomas	Edad	Periodo	Total
Mujeres	10 Comunitat Valenciana	Menores de 25 años	2022T1	24,15
Mujeres	10 Comunitat Valenciana	Menores de 25 años	2021T4	33,46
Mujeres	10 Comunitat Valenciana	Menores de 25 años	2021T3	33,52
Mujeres	10 Comunitat Valenciana	Menores de 25 años	2021T2	42,84
Mujeres	10 Comunitat Valenciana	Menores de 25 años	2021T1	44,54
Mujeres	10 Comunitat Valenciana	25 y más años	2023T4	13,74
Mujeres	10 Comunitat Valenciana	25 y más años	2023T3	13,54
Mujeres	10 Comunitat Valenciana	25 y más años	2023T2	12,32
Mujeres	10 Comunitat Valenciana	25 y más años	2023T1	15,41
Mujeres	10 Comunitat Valenciana	25 y más años	2022T4	14,16
Mujeres	10 Comunitat Valenciana	25 y más años	2022T3	15,29
Mujeres	10 Comunitat Valenciana	25 y más años	2022T2	13,56
Mujeres	10 Comunitat Valenciana	25 y más años	2022T1	13,58
Mujeres	10 Comunitat Valenciana	25 y más años	2021T4	15,23
Mujeres	10 Comunitat Valenciana	25 y más años	2021T3	17,19
Mujeres	10 Comunitat Valenciana	25 y más años	2021T2	17,70
Mujeres	10 Comunitat Valenciana	25 y más años	2021T1	16,41
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2023T4	38,90
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2023T3	38,08
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2023T2	45,50
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2023T1	60,29
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2022T4	33,76
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2022T3	49,36
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2022T2	34,39
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2022T1	38,28
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2021T4	44,10
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2021T3	36,71
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2021T2	69,81
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2021T1	85,95
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2023T4	21,36
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2023T3	15,48
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2023T2	32,33
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2023T1	30,35
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2022T4	36,64
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2022T3	27,60
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2022T2	27,36
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2022T1	21,46
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2021T4	31,21
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2021T3	32,67
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2021T2	37,42
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2021T1	39,68
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2023T4	13,19
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2023T3	12,82
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2023T2	12,16
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2023T1	15,59
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2022T4	14,40
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2022T3	15,81
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2022T2	12,99
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2022T1	13,58
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2021T4	14,63
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2021T3	16,72
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2021T2	16,87
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2021T1	16,93
Mujeres	10 Comunitat Valenciana	De 55 y más años	2023T4	15,62
Mujeres	10 Comunitat Valenciana	De 55 y más años	2023T3	16,14
Mujeres	10 Comunitat Valenciana	De 55 y más años	2023T2	12,94
Mujeres	10 Comunitat Valenciana	De 55 y más años	2023T1	14,78
Mujeres	10 Comunitat Valenciana	De 55 y más años	2022T4	13,31
Mujeres	10 Comunitat Valenciana	De 55 y más años	2022T3	13,41
Mujeres	10 Comunitat Valenciana	De 55 y más años	2022T2	15,55
Mujeres	10 Comunitat Valenciana	De 55 y más años	2022T1	13,59
Mujeres	10 Comunitat Valenciana	De 55 y más años	2021T4	17,38
Mujeres	10 Comunitat Valenciana	De 55 y más años	2021T3	18,94
Mujeres	10 Comunitat Valenciana	De 55 y más años	2021T2	20,92
Mujeres	10 Comunitat Valenciana	De 55 y más años	2021T1	14,36
Mujeres	11 Extremadura	Total	2023T4	18,86
Mujeres	11 Extremadura	Total	2023T3	19,74
Mujeres	11 Extremadura	Total	2023T2	21,52
Mujeres	11 Extremadura	Total	2023T1	23,82
Mujeres	11 Extremadura	Total	2022T4	21,72
Mujeres	11 Extremadura	Total	2022T3	19,46
Mujeres	11 Extremadura	Total	2022T2	19,98
Mujeres	11 Extremadura	Total	2022T1	23,06
Mujeres	11 Extremadura	Total	2021T4	22,36
Mujeres	11 Extremadura	Total	2021T3	23,32
Mujeres	11 Extremadura	Total	2021T2	25,82
Mujeres	11 Extremadura	Total	2021T1	27,58
Mujeres	11 Extremadura	Menores de 25 años	2023T4	41,14
Mujeres	11 Extremadura	Menores de 25 años	2023T3	36,33
Mujeres	11 Extremadura	Menores de 25 años	2023T2	47,08
Mujeres	11 Extremadura	Menores de 25 años	2023T1	60,69
Mujeres	11 Extremadura	Menores de 25 años	2022T4	48,94
Mujeres	11 Extremadura	Menores de 25 años	2022T3	38,89
Mujeres	11 Extremadura	Menores de 25 años	2022T2	34,00
Mujeres	11 Extremadura	Menores de 25 años	2022T1	43,31
Mujeres	11 Extremadura	Menores de 25 años	2021T4	46,50
Mujeres	11 Extremadura	Menores de 25 años	2021T3	48,97
Mujeres	11 Extremadura	Menores de 25 años	2021T2	55,52
Mujeres	11 Extremadura	Menores de 25 años	2021T1	59,81
Mujeres	11 Extremadura	25 y más años	2023T4	17,54
Mujeres	11 Extremadura	25 y más años	2023T3	18,61
Mujeres	11 Extremadura	25 y más años	2023T2	20,22
Mujeres	11 Extremadura	25 y más años	2023T1	21,51
Mujeres	11 Extremadura	25 y más años	2022T4	19,87
Mujeres	11 Extremadura	25 y más años	2022T3	18,09
Mujeres	11 Extremadura	25 y más años	2022T2	19,24
Mujeres	11 Extremadura	25 y más años	2022T1	21,88
Mujeres	11 Extremadura	25 y más años	2021T4	21,00
Mujeres	11 Extremadura	25 y más años	2021T3	21,33
Mujeres	11 Extremadura	25 y más años	2021T2	23,73
Mujeres	11 Extremadura	25 y más años	2021T1	25,87
Mujeres	11 Extremadura	De 16 a 19 años	2023T4	75,30
Mujeres	11 Extremadura	De 16 a 19 años	2023T3	58,73
Mujeres	11 Extremadura	De 16 a 19 años	2023T2	69,18
Mujeres	11 Extremadura	De 16 a 19 años	2023T1	68,17
Mujeres	11 Extremadura	De 16 a 19 años	2022T4	72,09
Mujeres	11 Extremadura	De 16 a 19 años	2022T3	51,45
Mujeres	11 Extremadura	De 16 a 19 años	2022T2	59,18
Mujeres	11 Extremadura	De 16 a 19 años	2022T1	91,28
Mujeres	11 Extremadura	De 16 a 19 años	2021T4	100,00
Mujeres	11 Extremadura	De 16 a 19 años	2021T3	64,39
Mujeres	11 Extremadura	De 16 a 19 años	2021T2	60,52
Mujeres	11 Extremadura	De 16 a 19 años	2021T1	17,46
Mujeres	11 Extremadura	De 20 a 24 años	2023T4	36,25
Mujeres	11 Extremadura	De 20 a 24 años	2023T3	30,59
Mujeres	11 Extremadura	De 20 a 24 años	2023T2	43,29
Mujeres	11 Extremadura	De 20 a 24 años	2023T1	59,32
Mujeres	11 Extremadura	De 20 a 24 años	2022T4	45,89
Mujeres	11 Extremadura	De 20 a 24 años	2022T3	36,63
Mujeres	11 Extremadura	De 20 a 24 años	2022T2	28,30
Mujeres	11 Extremadura	De 20 a 24 años	2022T1	38,85
Mujeres	11 Extremadura	De 20 a 24 años	2021T4	39,40
Mujeres	11 Extremadura	De 20 a 24 años	2021T3	46,45
Mujeres	11 Extremadura	De 20 a 24 años	2021T2	54,66
Mujeres	11 Extremadura	De 20 a 24 años	2021T1	62,40
Mujeres	11 Extremadura	De 25 a 54 años	2023T4	17,03
Mujeres	11 Extremadura	De 25 a 54 años	2023T3	18,30
Mujeres	11 Extremadura	De 25 a 54 años	2023T2	19,89
Mujeres	11 Extremadura	De 25 a 54 años	2023T1	21,61
Mujeres	11 Extremadura	De 25 a 54 años	2022T4	20,69
Mujeres	11 Extremadura	De 25 a 54 años	2022T3	18,70
Mujeres	11 Extremadura	De 25 a 54 años	2022T2	19,74
Mujeres	11 Extremadura	De 25 a 54 años	2022T1	22,84
Mujeres	11 Extremadura	De 25 a 54 años	2021T4	21,63
Mujeres	11 Extremadura	De 25 a 54 años	2021T3	21,27
Mujeres	11 Extremadura	De 25 a 54 años	2021T2	24,93
Mujeres	11 Extremadura	De 25 a 54 años	2021T1	26,60
Mujeres	11 Extremadura	De 55 y más años	2023T4	19,28
Mujeres	11 Extremadura	De 55 y más años	2023T3	19,76
Mujeres	11 Extremadura	De 55 y más años	2023T2	21,40
Mujeres	11 Extremadura	De 55 y más años	2023T1	21,16
Mujeres	11 Extremadura	De 55 y más años	2022T4	16,70
Mujeres	11 Extremadura	De 55 y más años	2022T3	15,69
Mujeres	11 Extremadura	De 55 y más años	2022T2	17,22
Mujeres	11 Extremadura	De 55 y más años	2022T1	17,66
Mujeres	11 Extremadura	De 55 y más años	2021T4	18,12
Mujeres	11 Extremadura	De 55 y más años	2021T3	21,60
Mujeres	11 Extremadura	De 55 y más años	2021T2	18,85
Mujeres	11 Extremadura	De 55 y más años	2021T1	22,73
Mujeres	12 Galicia	Total	2023T4	10,11
Mujeres	12 Galicia	Total	2023T3	10,20
Mujeres	12 Galicia	Total	2023T2	10,29
Mujeres	12 Galicia	Total	2023T1	11,78
Mujeres	12 Galicia	Total	2022T4	11,49
Mujeres	12 Galicia	Total	2022T3	11,82
Mujeres	12 Galicia	Total	2022T2	11,91
Mujeres	12 Galicia	Total	2022T1	12,90
Mujeres	12 Galicia	Total	2021T4	12,23
Mujeres	12 Galicia	Total	2021T3	11,06
Mujeres	12 Galicia	Total	2021T2	13,61
Mujeres	12 Galicia	Total	2021T1	14,29
Mujeres	12 Galicia	Menores de 25 años	2023T4	22,70
Mujeres	12 Galicia	Menores de 25 años	2023T3	25,06
Mujeres	12 Galicia	Menores de 25 años	2023T2	25,15
Mujeres	12 Galicia	Menores de 25 años	2023T1	28,91
Mujeres	12 Galicia	Menores de 25 años	2022T4	29,21
Mujeres	12 Galicia	Menores de 25 años	2022T3	29,68
Mujeres	12 Galicia	Menores de 25 años	2022T2	38,95
Mujeres	12 Galicia	Menores de 25 años	2022T1	37,41
Mujeres	12 Galicia	Menores de 25 años	2021T4	38,65
Mujeres	12 Galicia	Menores de 25 años	2021T3	25,43
Mujeres	12 Galicia	Menores de 25 años	2021T2	33,69
Mujeres	12 Galicia	Menores de 25 años	2021T1	38,13
Mujeres	12 Galicia	25 y más años	2023T4	9,54
Mujeres	12 Galicia	25 y más años	2023T3	9,43
Mujeres	12 Galicia	25 y más años	2023T2	9,58
Mujeres	12 Galicia	25 y más años	2023T1	10,99
Mujeres	12 Galicia	25 y más años	2022T4	10,74
Mujeres	12 Galicia	25 y más años	2022T3	11,02
Mujeres	12 Galicia	25 y más años	2022T2	10,90
Mujeres	12 Galicia	25 y más años	2022T1	12,01
Mujeres	12 Galicia	25 y más años	2021T4	11,26
Mujeres	12 Galicia	25 y más años	2021T3	10,49
Mujeres	12 Galicia	25 y más años	2021T2	12,88
Mujeres	12 Galicia	25 y más años	2021T1	13,62
Mujeres	12 Galicia	De 16 a 19 años	2023T4	36,42
Mujeres	12 Galicia	De 16 a 19 años	2023T3	41,86
Mujeres	12 Galicia	De 16 a 19 años	2023T2	23,97
Mujeres	12 Galicia	De 16 a 19 años	2023T1	53,95
Mujeres	12 Galicia	De 16 a 19 años	2022T4	54,57
Mujeres	12 Galicia	De 16 a 19 años	2022T3	35,74
Mujeres	12 Galicia	De 16 a 19 años	2022T2	55,08
Mujeres	12 Galicia	De 16 a 19 años	2022T1	78,54
Mujeres	12 Galicia	De 16 a 19 años	2021T4	81,62
Mujeres	12 Galicia	De 16 a 19 años	2021T3	31,02
Mujeres	12 Galicia	De 16 a 19 años	2021T2	35,36
Mujeres	12 Galicia	De 16 a 19 años	2021T1	54,93
Mujeres	12 Galicia	De 20 a 24 años	2023T4	21,34
Mujeres	12 Galicia	De 20 a 24 años	2023T3	22,56
Mujeres	12 Galicia	De 20 a 24 años	2023T2	25,28
Mujeres	12 Galicia	De 20 a 24 años	2023T1	26,20
Mujeres	12 Galicia	De 20 a 24 años	2022T4	26,68
Mujeres	12 Galicia	De 20 a 24 años	2022T3	28,35
Mujeres	12 Galicia	De 20 a 24 años	2022T2	36,60
Mujeres	12 Galicia	De 20 a 24 años	2022T1	32,81
Mujeres	12 Galicia	De 20 a 24 años	2021T4	34,45
Mujeres	12 Galicia	De 20 a 24 años	2021T3	24,70
Mujeres	12 Galicia	De 20 a 24 años	2021T2	33,58
Mujeres	12 Galicia	De 20 a 24 años	2021T1	36,62
Mujeres	12 Galicia	De 25 a 54 años	2023T4	9,61
Mujeres	12 Galicia	De 25 a 54 años	2023T3	9,80
Mujeres	12 Galicia	De 25 a 54 años	2023T2	9,81
Mujeres	12 Galicia	De 25 a 54 años	2023T1	11,41
Mujeres	12 Galicia	De 25 a 54 años	2022T4	11,26
Mujeres	12 Galicia	De 25 a 54 años	2022T3	11,33
Mujeres	12 Galicia	De 25 a 54 años	2022T2	10,92
Mujeres	12 Galicia	De 25 a 54 años	2022T1	12,66
Mujeres	12 Galicia	De 25 a 54 años	2021T4	11,34
Mujeres	12 Galicia	De 25 a 54 años	2021T3	10,78
Mujeres	12 Galicia	De 25 a 54 años	2021T2	13,26
Mujeres	12 Galicia	De 25 a 54 años	2021T1	14,64
Mujeres	12 Galicia	De 55 y más años	2023T4	9,32
Mujeres	12 Galicia	De 55 y más años	2023T3	8,23
Mujeres	12 Galicia	De 55 y más años	2023T2	8,83
Mujeres	12 Galicia	De 55 y más años	2023T1	9,62
Mujeres	12 Galicia	De 55 y más años	2022T4	8,96
Mujeres	12 Galicia	De 55 y más años	2022T3	9,93
Mujeres	12 Galicia	De 55 y más años	2022T2	10,81
Mujeres	12 Galicia	De 55 y más años	2022T1	9,72
Mujeres	12 Galicia	De 55 y más años	2021T4	10,99
Mujeres	12 Galicia	De 55 y más años	2021T3	9,46
Mujeres	12 Galicia	De 55 y más años	2021T2	11,60
Mujeres	12 Galicia	De 55 y más años	2021T1	9,94
Mujeres	13 Madrid, Comunidad de	Total	2023T4	10,56
Mujeres	13 Madrid, Comunidad de	Total	2023T3	12,61
Mujeres	13 Madrid, Comunidad de	Total	2023T2	11,21
Mujeres	13 Madrid, Comunidad de	Total	2023T1	12,09
Mujeres	13 Madrid, Comunidad de	Total	2022T4	13,49
Mujeres	13 Madrid, Comunidad de	Total	2022T3	13,28
Mujeres	13 Madrid, Comunidad de	Total	2022T2	11,36
Mujeres	13 Madrid, Comunidad de	Total	2022T1	13,44
Mujeres	13 Madrid, Comunidad de	Total	2021T4	10,96
Mujeres	13 Madrid, Comunidad de	Total	2021T3	12,57
Mujeres	13 Madrid, Comunidad de	Total	2021T2	12,78
Mujeres	13 Madrid, Comunidad de	Total	2021T1	13,54
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2023T4	21,25
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2023T3	31,91
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2023T2	22,79
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2023T1	32,41
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2022T4	25,59
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2022T3	37,31
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2022T2	18,14
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2022T1	25,29
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2021T4	23,45
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2021T3	26,76
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2021T2	28,46
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2021T1	31,52
Mujeres	13 Madrid, Comunidad de	25 y más años	2023T4	9,84
Mujeres	13 Madrid, Comunidad de	25 y más años	2023T3	11,21
Mujeres	13 Madrid, Comunidad de	25 y más años	2023T2	10,42
Mujeres	13 Madrid, Comunidad de	25 y más años	2023T1	10,47
Mujeres	13 Madrid, Comunidad de	25 y más años	2022T4	12,71
Mujeres	13 Madrid, Comunidad de	25 y más años	2022T3	11,39
Mujeres	13 Madrid, Comunidad de	25 y más años	2022T2	10,85
Mujeres	13 Madrid, Comunidad de	25 y más años	2022T1	12,52
Mujeres	13 Madrid, Comunidad de	25 y más años	2021T4	10,13
Mujeres	13 Madrid, Comunidad de	25 y más años	2021T3	11,43
Mujeres	13 Madrid, Comunidad de	25 y más años	2021T2	11,55
Mujeres	13 Madrid, Comunidad de	25 y más años	2021T1	12,28
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2023T4	27,30
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2023T3	57,28
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2023T2	27,94
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2023T1	53,33
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2022T4	54,66
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2022T3	52,35
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2022T2	25,96
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2022T1	57,20
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2021T4	45,62
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2021T3	38,24
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2021T2	66,86
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2021T1	48,13
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2023T4	20,60
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2023T3	28,17
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2023T2	22,18
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2023T1	27,66
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2022T4	21,22
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2022T3	33,33
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2022T2	16,94
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2022T1	16,74
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2021T4	19,94
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2021T3	23,95
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2021T2	18,73
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2021T1	28,43
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2023T4	9,78
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2023T3	11,19
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2023T2	10,49
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2023T1	10,58
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2022T4	12,81
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2022T3	11,73
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2022T2	10,42
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2022T1	12,68
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2021T4	9,76
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2021T3	10,57
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2021T2	11,77
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2021T1	12,60
Mujeres	13 Madrid, Comunidad de	De 55 y más años	2023T4	10,04
Mujeres	13 Madrid, Comunidad de	De 55 y más años	2023T3	11,28
Mujeres	13 Madrid, Comunidad de	De 55 y más años	2023T2	10,13
Mujeres	13 Madrid, Comunidad de	De 55 y más años	2023T1	10,02
Mujeres	13 Madrid, Comunidad de	De 55 y más años	2022T4	12,30
Mujeres	13 Madrid, Comunidad de	De 55 y más años	2022T3	10,09
Mujeres	13 Madrid, Comunidad de	De 55 y más años	2022T2	12,51
Mujeres	13 Madrid, Comunidad de	De 55 y más años	2022T1	11,92
Mujeres	13 Madrid, Comunidad de	De 55 y más años	2021T4	11,55
Mujeres	13 Madrid, Comunidad de	De 55 y más años	2021T3	14,92
Mujeres	13 Madrid, Comunidad de	De 55 y más años	2021T2	10,62
Mujeres	13 Madrid, Comunidad de	De 55 y más años	2021T1	10,99
Mujeres	14 Murcia, Región de	Total	2023T4	13,34
Mujeres	14 Murcia, Región de	Total	2023T3	15,79
Mujeres	14 Murcia, Región de	Total	2023T2	13,52
Mujeres	14 Murcia, Región de	Total	2023T1	16,19
Mujeres	14 Murcia, Región de	Total	2022T4	15,35
Mujeres	14 Murcia, Región de	Total	2022T3	16,31
Mujeres	14 Murcia, Región de	Total	2022T2	14,21
Mujeres	14 Murcia, Región de	Total	2022T1	15,35
Mujeres	14 Murcia, Región de	Total	2021T4	15,84
Mujeres	14 Murcia, Región de	Total	2021T3	16,87
Mujeres	14 Murcia, Región de	Total	2021T2	15,60
Mujeres	14 Murcia, Región de	Total	2021T1	20,49
Mujeres	14 Murcia, Región de	Menores de 25 años	2023T4	31,46
Mujeres	14 Murcia, Región de	Menores de 25 años	2023T3	33,55
Mujeres	14 Murcia, Región de	Menores de 25 años	2023T2	33,59
Mujeres	14 Murcia, Región de	Menores de 25 años	2023T1	36,05
Mujeres	14 Murcia, Región de	Menores de 25 años	2022T4	34,06
Mujeres	14 Murcia, Región de	Menores de 25 años	2022T3	33,86
Mujeres	14 Murcia, Región de	Menores de 25 años	2022T2	24,27
Mujeres	14 Murcia, Región de	Menores de 25 años	2022T1	13,74
Mujeres	14 Murcia, Región de	Menores de 25 años	2021T4	31,08
Mujeres	14 Murcia, Región de	Menores de 25 años	2021T3	31,76
Mujeres	14 Murcia, Región de	Menores de 25 años	2021T2	30,51
Mujeres	14 Murcia, Región de	Menores de 25 años	2021T1	48,62
Mujeres	14 Murcia, Región de	25 y más años	2023T4	12,24
Mujeres	14 Murcia, Región de	25 y más años	2023T3	14,19
Mujeres	14 Murcia, Región de	25 y más años	2023T2	11,90
Mujeres	14 Murcia, Región de	25 y más años	2023T1	14,57
Mujeres	14 Murcia, Región de	25 y más años	2022T4	13,87
Mujeres	14 Murcia, Región de	25 y más años	2022T3	14,78
Mujeres	14 Murcia, Región de	25 y más años	2022T2	13,45
Mujeres	14 Murcia, Región de	25 y más años	2022T1	15,47
Mujeres	14 Murcia, Región de	25 y más años	2021T4	14,71
Mujeres	14 Murcia, Región de	25 y más años	2021T3	15,51
Mujeres	14 Murcia, Región de	25 y más años	2021T2	14,53
Mujeres	14 Murcia, Región de	25 y más años	2021T1	18,61
Mujeres	14 Murcia, Región de	De 16 a 19 años	2023T4	58,50
Mujeres	14 Murcia, Región de	De 16 a 19 años	2023T3	23,05
Mujeres	14 Murcia, Región de	De 16 a 19 años	2023T2	61,71
Mujeres	14 Murcia, Región de	De 16 a 19 años	2023T1	64,39
Mujeres	14 Murcia, Región de	De 16 a 19 años	2022T4	16,16
Mujeres	14 Murcia, Región de	De 16 a 19 años	2022T3	20,78
Mujeres	14 Murcia, Región de	De 16 a 19 años	2022T2	34,02
Mujeres	14 Murcia, Región de	De 16 a 19 años	2022T1	34,61
Mujeres	14 Murcia, Región de	De 16 a 19 años	2021T4	61,85
Mujeres	14 Murcia, Región de	De 16 a 19 años	2021T3	38,52
Mujeres	14 Murcia, Región de	De 16 a 19 años	2021T2	49,02
Mujeres	14 Murcia, Región de	De 16 a 19 años	2021T1	61,43
Mujeres	14 Murcia, Región de	De 20 a 24 años	2023T4	26,67
Mujeres	14 Murcia, Región de	De 20 a 24 años	2023T3	35,97
Mujeres	14 Murcia, Región de	De 20 a 24 años	2023T2	28,31
Mujeres	14 Murcia, Región de	De 20 a 24 años	2023T1	31,52
Mujeres	14 Murcia, Región de	De 20 a 24 años	2022T4	37,19
Mujeres	14 Murcia, Región de	De 20 a 24 años	2022T3	35,64
Mujeres	14 Murcia, Región de	De 20 a 24 años	2022T2	22,94
Mujeres	14 Murcia, Región de	De 20 a 24 años	2022T1	9,59
Mujeres	14 Murcia, Región de	De 20 a 24 años	2021T4	25,72
Mujeres	14 Murcia, Región de	De 20 a 24 años	2021T3	29,90
Mujeres	14 Murcia, Región de	De 20 a 24 años	2021T2	26,10
Mujeres	14 Murcia, Región de	De 20 a 24 años	2021T1	45,14
Mujeres	14 Murcia, Región de	De 25 a 54 años	2023T4	13,52
Mujeres	14 Murcia, Región de	De 25 a 54 años	2023T3	15,47
Mujeres	14 Murcia, Región de	De 25 a 54 años	2023T2	12,32
Mujeres	14 Murcia, Región de	De 25 a 54 años	2023T1	14,79
Mujeres	14 Murcia, Región de	De 25 a 54 años	2022T4	14,61
Mujeres	14 Murcia, Región de	De 25 a 54 años	2022T3	15,73
Mujeres	14 Murcia, Región de	De 25 a 54 años	2022T2	13,30
Mujeres	14 Murcia, Región de	De 25 a 54 años	2022T1	15,54
Mujeres	14 Murcia, Región de	De 25 a 54 años	2021T4	14,48
Mujeres	14 Murcia, Región de	De 25 a 54 años	2021T3	15,40
Mujeres	14 Murcia, Región de	De 25 a 54 años	2021T2	14,62
Mujeres	14 Murcia, Región de	De 25 a 54 años	2021T1	17,88
Mujeres	14 Murcia, Región de	De 55 y más años	2023T4	7,22
Mujeres	14 Murcia, Región de	De 55 y más años	2023T3	9,04
Mujeres	14 Murcia, Región de	De 55 y más años	2023T2	10,18
Mujeres	14 Murcia, Región de	De 55 y más años	2023T1	13,65
Mujeres	14 Murcia, Región de	De 55 y más años	2022T4	10,70
Mujeres	14 Murcia, Región de	De 55 y más años	2022T3	10,92
Mujeres	14 Murcia, Región de	De 55 y más años	2022T2	14,01
Mujeres	14 Murcia, Región de	De 55 y más años	2022T1	15,15
Mujeres	14 Murcia, Región de	De 55 y más años	2021T4	15,61
Mujeres	14 Murcia, Región de	De 55 y más años	2021T3	15,99
Mujeres	14 Murcia, Región de	De 55 y más años	2021T2	14,12
Mujeres	14 Murcia, Región de	De 55 y más años	2021T1	21,57
Mujeres	15 Navarra, Comunidad Foral de	Total	2023T4	11,01
Mujeres	15 Navarra, Comunidad Foral de	Total	2023T3	9,59
Mujeres	15 Navarra, Comunidad Foral de	Total	2023T2	9,71
Mujeres	15 Navarra, Comunidad Foral de	Total	2023T1	12,63
Mujeres	15 Navarra, Comunidad Foral de	Total	2022T4	10,58
Mujeres	15 Navarra, Comunidad Foral de	Total	2022T3	10,67
Mujeres	15 Navarra, Comunidad Foral de	Total	2022T2	9,93
Mujeres	15 Navarra, Comunidad Foral de	Total	2022T1	9,35
Mujeres	15 Navarra, Comunidad Foral de	Total	2021T4	8,39
Mujeres	15 Navarra, Comunidad Foral de	Total	2021T3	9,26
Mujeres	15 Navarra, Comunidad Foral de	Total	2021T2	9,84
Mujeres	15 Navarra, Comunidad Foral de	Total	2021T1	11,30
Mujeres	15 Navarra, Comunidad Foral de	Menores de 25 años	2023T4	18,10
